Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/101,121/76,11/10,14/15,-,-
2024,30/16,19/11,8/1,3/4,-,-
2023,48/26,48/25,-,0/1,-,-
2022,24/18,19/13,-,5/5,-,-
2021,25/17,24/12,1/4,0/1,-,-
2020,4/8,1/5,-,3/3,-,-
2019,13/14,10/10,0/3,3/1,-,-
2018,2/2,-,2/2,-,-,-
