Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,395/316,282/197,22/37,87/76,4/6,-
2024,13/15,8/8,1/2,4/5,-,-
2023,34/35,19/19,6/8,9/7,0/1,-
2022,23/38,17/26,1/6,3/4,2/2,-
2021,45/32,35/19,1/4,8/8,1/1,-
2020,32/24,25/13,1/3,6/8,-,-
2019,43/38,17/19,4/4,22/14,0/1,-
2018,32/38,22/27,4/5,5/5,1/1,-
2017,67/33,54/22,4/5,9/6,-,-
2016,54/28,44/18,-,10/10,-,-
2015,45/29,38/23,-,7/6,-,-
2014,5/5,3/3,-,2/2,-,-
2013,2/1,-,-,2/1,-,-
