Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,170/115,35/26,113/76,12/12,-,10/1
2024,30/17,16/10,9/5,2/2,-,3/0
2023,27/10,-,25/9,-,-,2/1
2022,5/1,-,-,0/1,-,5/0
2021,4/2,-,4/2,-,-,-
2019,17/22,8/7,9/14,0/1,-,-
2018,30/22,1/2,25/15,4/5,-,-
2017,28/16,4/3,19/11,5/2,-,-
2016,1/1,-,1/1,-,-,-
2015,1/1,-,-,1/1,-,-
2013,3/3,-,3/3,-,-,-
2012,14/11,5/2,9/9,-,-,-
2011,10/9,1/2,9/7,-,-,-
