Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,80/51,20/26,56/21,4/3,-,0/1
2024,26/18,5/7,18/8,3/2,-,0/1
2023,29/15,5/8,24/7,-,-,-
2022,13/9,6/5,6/3,1/1,-,-
2021,8/5,0/2,8/3,-,-,-
2020,4/4,4/4,-,-,-,-
