Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,143/97,47/39,53/39,30/16,-,13/3
2024,14/15,11/9,2/5,1/1,-,-
2023,23/21,5/6,12/11,2/3,-,4/1
2022,44/26,15/13,16/10,7/3,-,6/0
2021,39/17,12/6,16/6,8/3,-,3/2
2020,6/1,-,-,6/1,-,-
2019,10/11,3/4,6/5,1/2,-,-
2018,7/6,1/1,1/2,5/3,-,-
