Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,102/79,41/36,9/9,1/5,-,51/29
2024,24/15,9/5,5/4,1/1,-,9/5
2023,35/19,7/3,-,0/1,-,28/15
2022,17/11,-,3/2,-,-,14/9
2021,17/17,17/15,0/1,0/1,-,-
2020,5/12,4/8,1/2,0/2,-,-
2019,4/5,4/5,-,-,-,-
