Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,125/120,45/41,65/61,15/17,-,0/1
2024,12/9,7/6,5/2,-,-,0/1
2023,18/22,12/10,6/11,0/1,-,-
2022,20/17,4/3,15/11,1/3,-,-
2021,22/23,5/6,15/15,2/2,-,-
2020,9/7,2/1,7/6,-,-,-
2019,25/18,6/6,14/8,5/4,-,-
2018,4/4,2/2,-,2/2,-,-
2017,9/10,7/6,0/2,2/2,-,-
2016,6/9,0/1,3/6,3/2,-,-
2015,0/1,-,-,0/1,-,-
