Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,279/192,11/8,175/104,88/68,5/12,-
2024,27/25,1/1,16/12,9/9,1/3,-
2023,56/31,-,39/20,17/11,-,-
2022,40/30,-,11/10,26/16,3/4,-
2021,52/28,7/5,34/15,10/6,1/2,-
2020,20/23,3/2,5/10,12/11,-,-
2019,34/29,-,29/22,5/6,0/1,-
2018,45/20,-,41/14,4/4,0/2,-
2017,1/4,-,0/1,1/3,-,-
2016,4/2,-,-,4/2,-,-
