Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/27,3/3,24/22,-,-,3/2
2024,14/7,2/1,12/6,-,-,-
2023,9/7,-,9/7,-,-,-
2022,4/3,-,1/1,-,-,3/2
2021,2/5,-,2/5,-,-,-
2020,1/4,1/1,0/3,-,-,-
2019,0/1,0/1,-,-,-,-
