Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/138,28/31,90/95,7/8,1/4,-
2024,21/23,2/4,18/15,0/2,1/2,-
2023,32/25,6/6,26/19,-,-,-
2022,5/20,0/2,5/18,-,-,-
2021,21/24,8/8,10/14,3/2,-,-
2020,10/12,3/2,7/8,-,0/2,-
2019,30/24,9/9,18/13,3/2,-,-
2018,5/6,-,4/5,1/1,-,-
2017,2/3,-,2/2,0/1,-,-
2016,0/1,-,0/1,-,-,-
