Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
13.08.,Klein L.,1,,,,,,3,2,67%,77% (17/22),55% (6/11),100% (4/4),25% (6/24),70% (7/10),25% (1/4),11,11,50% (2/4),70% (23/33),38% (13/34),54% (36/67),7,0,100% (5/5),20% (1/5),60% (6/10),"['5', '4']",[],[],[],[],1.63
13.08.,Seggerman R.,0,,,,,,2,1,71%,75% (18/24),30% (3/10),75% (3/4),23% (5/22),45% (5/11),0% (0/4),8,11,67% (4/6),62% (21/34),30% (10/33),46% (31/67),3,0,80% (4/5),0% (0/5),40% (4/10),[],[],[],[],[],19.5
12.08.,Seggerman R.,2,,,,,,14,2,67%,83% (43/52),42% (11/26),83% (5/6),40% (19/48),58% (15/26),57% (4/7),39,22,100% (5/5),69% (54/78),45% (33/73),58% (87/151),7,0,92% (12/13),33% (4/12),64% (16/25),[],"['2', '0', '5', '1']","['2', '1', '5', '2']",[],[],1.70
12.08.,Trhac P.,1,,,,,,8,5,65%,63% (30/48),42% (11/26),43% (3/7),17% (9/52),58% (15/26),17% (1/6),25,27,60% (15/25),55% (40/73),31% (24/78),42% (64/151),3,0,67% (8/12),8% (1/13),36% (9/25),"['3', '2']",[],[],[],[],20.0
11.08.,Seggerman R.,2,,,,,,2,1,74%,85% (29/34),58% (7/12),0% (0/0),25% (6/24),56% (10/18),60% (3/5),13,8,75% (6/8),78% (36/46),38% (16/42),59% (52/88),8,0,100% (9/9),38% (3/8),71% (12/17),"['6', '4']","['3', '1', '5', '1']",[],[],[],1.65
11.08.,Kobelt A.,0,,,,,,9,3,57%,75% (18/24),44% (8/18),40% (2/5),15% (5/34),42% (5/12),0% (0/0),18,26,50% (3/6),62% (26/42),22% (10/46),41% (36/88),2,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],20.0
03.08.,Huang T.,2,,,,,,0,0,62%,74% (23/31),84% (16/19),0% (0/1),28% (11/39),63% (22/35),43% (3/7),11,15,78% (14/18),78% (39/50),46% (33/71),60% (72/121),8,0,90% (9/10),33% (3/9),63% (12/19),"['5', '3']","['3', '4', '5', '4']",[],[],[],2.00
03.08.,Seggerman R.,0,,,,,,8,7,53%,72% (28/39),34% (12/35),57% (4/7),26% (8/31),16% (3/19),100% (1/1),17,35,62% (8/13),54% (38/71),22% (11/50),40% (49/121),2,0,67% (6/9),10% (1/10),37% (7/19),[],"['3', '1']",[],[],[],1.74
15.06.,Roca Batalla O.,2,,,,,,7,0,70%,87% (20/23),80% (8/10),0% (0/0),58% (14/24),73% (11/15),71% (5/7),21,3,100% (2/2),85% (28/33),64% (25/39),74% (53/72),10,0,100% (7/7),83% (5/6),92% (12/13),"['3', '1', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.17
15.06.,Seggerman R.,0,,,,,,2,0,62%,42% (10/24),27% (4/15),29% (2/7),13% (3/23),20% (2/10),0% (0/0),7,22,50% (2/4),36% (14/39),15% (5/33),26% (19/72),0,0,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],4.60
18.05.,Agamenone F.,2,,,,,,4,4,65%,70% (52/74),64% (25/39),75% (3/4),31% (26/83),49% (19/39),33% (2/6),15,50,68% (77/113),37% (45/122),52% (122/235),7,0,94% (16/17),12% (2/17),53% (18/34),"['2', '1']",[],"['3', '1']",[],[],1.41
18.05.,Seggerman R.,1,,,,,,4,6,68%,69% (57/83),51% (20/39),67% (4/6),30% (22/74),36% (14/39),25% (1/4),44,83,63% (77/122),32% (36/113),48% (113/235),3,1,88% (15/17),6% (1/17),47% (16/34),[],[],"['2', '3']",[],[],2.77
12.05.,Geerts M.,2,,,,,,4,3,56%,78% (32/41),63% (20/32),80% (4/5),12% (5/42),76% (19/25),100% (2/2),17,19,80% (8/10),71% (52/73),36% (24/67),54% (76/140),7,0,91% (10/11),18% (2/11),55% (12/22),[],"['3', '2', '5', '4']",[],[],[],1.40
12.05.,Seggerman R.,0,,,,,,12,4,63%,88% (37/42),24% (6/25),0% (0/2),22% (9/41),38% (12/32),20% (1/5),28,22,50% (3/6),64% (43/67),29% (21/73),46% (64/140),3,0,82% (9/11),9% (1/11),45% (10/22),[],"['3', '3']",[],[],[],2.81
22.04.,Spizzirri E.,2,,,,,,2,1,69%,84% (31/37),65% (11/17),100% (1/1),29% (13/45),54% (13/24),22% (2/9),78% (42/54),38% (26/69),55% (68/123),5,0,100% (10/10),20% (2/10),60% (12/20),"['2', '1']","['2', '1']",[],[],[],1.26
22.04.,Seggerman R.,0,,,,,,2,1,65%,71% (32/45),46% (11/24),78% (7/9),16% (6/37),35% (6/17),0% (0/1),62% (43/69),22% (12/54),45% (55/123),5,1,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.63
21.04.,Johns G.,2,,,,,,5,0,63%,78% (31/40),79% (19/24),0% (0/1),39% (26/66),47% (18/38),40% (4/10),78% (50/64),42% (44/104),56% (94/168),8,0,92% (12/13),29% (4/14),59% (16/27),"['3', '2', '6', '3']",[],"['2', '0', '6', '2']",[],[],1.63
21.04.,Seggerman R.,1,,,,,,4,4,63%,61% (40/66),53% (20/38),60% (6/10),23% (9/40),21% (5/24),100% (1/1),58% (60/104),22% (14/64),44% (74/168),2,0,71% (10/14),8% (1/13),41% (11/27),[],"['1', '0']",[],[],[],2.19
20.04.,Seggerman R.,2,,,,,,7,1,61%,73% (35/48),65% (20/31),33% (1/3),39% (24/62),42% (14/33),33% (3/9),70% (55/79),40% (38/95),53% (93/174),7,0,86% (12/14),23% (3/13),56% (15/27),"['4', '2']","['2', '1']","['5', '3']",[],[],2.19
20.04.,Diez S.,1,,,,,,2,1,65%,61% (38/62),58% (19/33),67% (6/9),27% (13/48),35% (11/31),67% (2/3),60% (57/95),30% (24/79),47% (81/174),3,0,77% (10/13),14% (2/14),44% (12/27),[],"['3', '3', '5', '3']",[],[],[],1.63
07.04.,Martin A.,2,,,,,,5,5,67%,72% (43/60),52% (15/29),78% (7/9),35% (22/63),55% (17/31),50% (4/8),65% (58/89),41% (39/94),53% (97/183),5,0,86% (12/14),29% (4/14),57% (16/28),"['4', '3', '6', '3']","['1', '1']","['4', '2']",[],[],1.61
07.04.,Seggerman R.,1,,,,,,4,6,67%,65% (41/63),45% (14/31),50% (4/8),28% (17/60),48% (14/29),22% (2/9),59% (55/94),35% (31/89),47% (86/183),5,1,71% (10/14),14% (2/14),43% (12/28),[],"['1', '0', '4', '3']",[],[],[],2.23
06.04.,Seggerman R.,2,,,,,,11,9,58%,79% (44/56),50% (20/40),50% (2/4),30% (16/54),47% (28/60),40% (4/10),67% (64/96),39% (44/114),51% (108/210),8,0,88% (14/16),25% (4/16),56% (18/32),"['2', '2']","['1', '0', '3', '2']","['5', '4']",[],[],1.34
06.04.,Rubio Fierros A. F.,1,,,,,,6,10,47%,70% (38/54),53% (32/60),60% (6/10),21% (12/56),50% (20/40),50% (2/4),61% (70/114),33% (32/96),49% (102/210),2,0,75% (12/16),13% (2/16),44% (14/32),"['2', '1']","['2', '2']",[],[],[],3.10
22.02.,Luz O.,2,,,,,,4,2,58%,88% (29/33),63% (15/24),0% (0/0),25% (12/48),62% (21/34),40% (2/5),77% (44/57),40% (33/82),55% (77/139),6,0,100% (10/10),18% (2/11),57% (12/21),"['2', '1', '6', '3']",[],[],[],[],1.70
22.02.,Seggerman R.,0,,,,,,11,6,59%,75% (36/48),38% (13/34),60% (3/5),12% (4/33),38% (9/24),0% (0/0),60% (49/82),23% (13/57),45% (62/139),4,1,82% (9/11),0% (0/10),43% (9/21),[],[],[],[],[],2.08
08.02.,Trotter J. K.,2,,,,,,4,1,58%,95% (20/21),80% (12/15),0% (0/0),48% (11/23),39% (7/18),100% (2/2),90% (27/30),32% (10/31),61% (37/61),7,0,100% (7/7),43% (3/7),71% (10/14),"['2', '0', '4', '0']","['1', '0', '6', '3']",[],[],[],-
08.02.,Seggerman R.,0,,,,,,4,3,56%,52% (12/23),61% (11/18),0% (0/2),5% (1/21),20% (3/15),0% (0/0),68% (21/31),10% (3/30),39% (24/61),3,0,57% (4/7),0% (0/7),29% (4/14),[],[],[],[],[],-
02.02.,Holt B.,2,,,,,,0,1,84%,73% (35/48),33% (3/9),83% (5/6),44% (14/32),60% (12/20),44% (4/9),67% (38/57),50% (26/52),59% (64/109),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '6', '2']","['1', '1', '3', '1']",[],[],[],1.23
02.02.,Seggerman R.,0,,,,,,3,1,62%,56% (18/32),40% (8/20),56% (5/9),27% (13/48),67% (6/9),17% (1/6),50% (26/52),33% (19/57),41% (45/109),5,1,50% (4/8),11% (1/9),29% (5/17),[],"['1', '0']",[],[],[],3.88
