Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/51,14/7,72/39,2/1,0/1,12/3
2024,23/15,12/6,11/8,-,0/1,-
2023,37/15,2/1,25/11,2/1,-,8/2
2022,9/4,-,5/3,-,-,4/1
2021,31/15,-,31/15,-,-,-
2018,0/1,-,0/1,-,-,-
2017,0/1,-,0/1,-,-,-
