Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,174/149,41/44,64/47,69/58,-,-
2023,27/16,3/1,9/4,15/11,-,-
2022,11/7,3/2,2/2,6/3,-,-
2021,5/8,2/4,-,3/4,-,-
2020,6/5,-,4/2,2/3,-,-
2019,15/22,7/10,3/6,5/6,-,-
2018,32/19,5/6,18/7,9/6,-,-
2017,9/6,1/1,0/1,8/4,-,-
2016,2/2,-,0/1,2/1,-,-
2015,12/15,7/5,5/8,0/2,-,-
2014,23/21,5/9,6/3,12/9,-,-
2013,20/18,6/4,12/9,2/5,-,-
2012,10/8,2/2,4/3,4/3,-,-
2011,2/2,-,1/1,1/1,-,-
