Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M15 Lakewood,hard,header
04.07. 23:40,Zamora N.,0,2,2,,,,[],"['2', '5']",[],[],[],3.96
04.07. 23:40,Nanda G.,2,6,6,,,,"['4', '2', '6', '2']","['2', '0', '5', '1', '6', '2']",[],[],[],1.22
04.07. 00:40,Zamora N.,2,6,6,,,,"['6', '4']","['5', '3']",[],[],[],4.52
04.07. 00:40,Smith K.,0,4,3,,,,[],[],[],[],[],1.18
ITF MEN - SINGLES :  M15 Rancho Santa Fe,hard,header
19.06. 22:10,Zamora N.,0,0,6^6,,,,[],"['1', '2', '4', '5']",[],[],[],0
19.06. 22:10,Ponwith N.,2,6,7^8,,,,"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '2']",[],[],[],0
ITF MEN - SINGLES :  M15 San Diego,hard,header
06.06. 21:40,Zamora N.,1,7^8,4,2,,,[],"['1', '1']","['1', '1']",[],[],2.50
06.06. 21:40,Schachter N.,2,6^6,6,6,,,[],"['1', '0', '5', '4']","['1', '0', '3', '2', '5', '2']",[],[],1.49
05.06. 21:40,Zamora N.,2,3,7^8,6,,,"['3', '4']","['2', '2']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],1.56
05.06. 21:40,Filin N.,1,6,6^6,1,,,"['3', '1', '5', '3']","['2', '1']","['1', '5']",[],[],2.32
ITF MEN - SINGLES :  M15 San Diego,hard,header
31.05. 23:10,Zamora N.,1,2,6,1,,,"['2', '1']","['1', '0', '3', '0', '6', '3']",[],[],[],3.96
31.05. 23:10,Rubio Fierros A. F.,2,6,3,6,,,"['2', '2', '4', '2', '6', '2']","['3', '5']","['1', '0', '3', '0', '6', '1']",[],[],1.22
30.05. 21:40,Zamora N.,2,6,6,,,,"['2', '0', '6', '2']","['4', '2']",[],[],[],4.51
30.05. 21:40,Ayeni A.,0,2,3,,,,[],[],[],[],[],1.18
29.05. 23:30,Zamora N.,2,6,6,,,,"['3', '2', '5', '4']","['1', '0', '3', '2', '5', '2']",[],[],[],2.05
29.05. 23:30,Papa C.,0,4,2,,,,"['3', '3']","['2', '2']",[],[],[],1.70
ITF MEN - SINGLES :  M15 Lakewood,hard,header
06.07.2023,Zamora N.,0,2,1,,,,[],[],[],[],[],6.33
06.07.2023,Sekulic P.,2,6,6,,,,"['2', '0', '6', '2']","['2', '0', '4', '0']",[],[],[],1.09
06.07.2023,Zamora N.,2,1,6,7^7,,,[],"['6', '4']","['5', '5']",[],[],2.70
06.07.2023,McKennon M.,1,6,4,6^1,,,"['2', '0', '4', '0']",[],"['3', '2']",[],[],1.42
ITF MEN - SINGLES :  M15 Irvine,hard,header
29.06.2023,Zamora N.,0,3,4,,,,"['1', '2']","['1', '1']",[],[],[],4.33
29.06.2023,De Jonge D.,2,6,6,,,,"['2', '0', '3', '1']","['1', '0', '5', '4']",[],[],[],1.19
ITF MEN - SINGLES :  M15 San Diego,hard,header
16.06.2023,Zamora N.,0,1,0,,,,"['1', '4']",[],[],[],[],2.70
16.06.2023,Murali R.,2,6,6,,,,"['2', '0', '4', '0', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],1.42
14.06.2023,Zamora N.,2,6,6,,,,"['1', '0', '3', '0']","['1', '0', '2', '1', '5', '4']",[],[],[],2.78
14.06.2023,Alvarez Valdes L. C.,0,2,4,,,,[],"['1', '1', '2', '2']",[],[],[],1.40
