Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,300/214,117/93,88/33,95/87,0/1,-
2024,15/19,9/14,3/2,3/3,-,-
2023,13/15,5/5,0/3,8/7,-,-
2022,37/31,16/12,2/3,19/15,0/1,-
2021,46/28,26/21,14/1,6/6,-,-
2020,41/11,-,38/8,3/3,-,-
2019,33/29,11/11,8/4,14/14,-,-
2018,44/27,15/8,14/4,15/15,-,-
2017,42/28,24/12,7/6,11/10,-,-
2016,18/15,5/5,2/2,11/8,-,-
2015,11/10,6/5,-,5/5,-,-
2014,0/1,-,-,0/1,-,-
