Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/54,15/21,28/29,2/4,-,-
2024,11/17,5/10,6/6,0/1,-,-
2023,14/14,4/3,8/9,2/2,-,-
2022,3/6,0/1,3/5,-,-,-
2021,7/5,1/3,6/2,-,-,-
2020,0/1,-,0/1,-,-,-
2019,7/7,2/2,5/5,-,-,-
2018,3/4,3/2,0/1,0/1,-,-
