Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,172/88,2/4,163/72,3/7,4/5,-
2024,42/29,0/2,38/22,-,4/5,-
2023,56/30,0/1,53/26,3/3,-,-
2022,41/12,-,41/10,0/2,-,-
2021,12/2,-,12/1,0/1,-,-
2020,4/4,-,4/4,-,-,-
2019,9/2,2/1,7/1,-,-,-
2017,0/1,-,-,0/1,-,-
2016,2/4,-,2/4,-,-,-
2015,6/4,-,6/4,-,-,-
