Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,136/111,55/38,69/60,10/10,-,2/3
2024,1/3,-,1/3,-,-,-
2023,20/19,8/5,11/13,1/1,-,-
2022,13/14,7/3,4/5,0/3,-,2/3
2021,12/8,0/1,7/3,5/4,-,-
2020,1/2,1/2,-,-,-,-
2019,23/24,13/8,10/15,0/1,-,-
2018,20/16,2/4,14/11,4/1,-,-
2017,6/5,-,6/5,-,-,-
2016,5/1,-,5/1,-,-,-
2015,8/7,1/4,7/3,-,-,-
2014,16/8,12/7,4/1,-,-,-
2013,11/4,11/4,-,-,-,-
