Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/45,0/4,63/41,-,-,-
2024,13/9,0/2,13/7,-,-,-
2023,19/15,-,19/15,-,-,-
2022,19/15,-,19/15,-,-,-
2021,12/6,0/2,12/4,-,-,-
