Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/19,13/7,13/12,-,-,-
2024,5/4,2/1,3/3,-,-,-
2023,10/8,5/3,5/5,-,-,-
2022,11/7,6/3,5/4,-,-,-
