Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,20/18,2/1,17/12,-,-,1/5
2024,7/5,2/1,4/2,-,-,1/2
2023,1/5,-,1/2,-,-,0/3
2022,9/6,-,9/6,-,-,-
2021,3/2,-,3/2,-,-,-
