Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/78,25/20,64/45,13/11,-,4/2
2024,37/23,2/2,29/19,6/2,-,-
2023,35/20,12/7,23/13,-,-,-
2022,21/17,8/3,8/9,1/3,-,4/2
2021,6/10,2/5,-,4/5,-,-
2020,6/4,-,4/4,2/0,-,-
2019,1/4,1/3,-,0/1,-,-
