Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/56,25/36,17/16,0/1,-,2/3
2024,15/19,8/12,7/6,0/1,-,-
2023,21/22,15/17,6/5,-,-,-
2022,8/15,2/7,4/5,-,-,2/3
