Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,30/29,8/7,22/22,-,-,-
2024,11/14,-,11/14,-,-,-
2023,6/5,-,6/5,-,-,-
2022,13/10,8/7,5/3,-,-,-
