Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,248/176,54/48,150/100,30/19,0/1,14/8
2024,22/23,4/8,9/5,7/7,0/1,2/2
2023,48/29,19/8,22/16,3/4,-,4/1
2022,38/20,8/7,27/12,-,-,3/1
2021,29/24,11/9,17/13,1/2,-,-
2020,26/16,0/3,23/8,2/3,-,1/2
2019,32/23,7/6,15/14,7/2,-,3/1
2018,27/19,3/2,13/15,10/1,-,1/1
2017,20/13,2/3,18/10,-,-,-
2016,4/7,0/2,4/5,-,-,-
2015,2/2,-,2/2,-,-,-
