Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,312/245,162/102,121/116,24/19,5/8,-
2024,29/25,26/18,2/5,1/1,0/1,-
2023,30/29,19/15,8/10,3/4,-,-
2022,34/21,16/7,13/10,2/3,3/1,-
2021,13/12,3/5,7/6,3/1,-,-
2019,30/16,28/13,2/2,0/1,-,-
2018,16/27,2/7,14/20,-,-,-
2017,13/21,2/6,11/14,-,0/1,-
2016,29/23,15/7,13/12,1/1,0/3,-
2015,36/28,14/8,7/11,13/7,2/2,-
2014,45/24,29/11,15/12,1/1,-,-
2013,22/15,8/5,14/10,-,-,-
2012,15/4,-,15/4,-,-,-
