Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,116/74,23/17,73/47,20/10,-,-
2024,17/14,4/3,13/11,-,-,-
2023,16/18,2/5,14/12,0/1,-,-
2022,23/16,0/1,22/14,1/1,-,-
2021,16/6,2/2,-,14/4,-,-
2020,12/7,-,7/5,5/2,-,-
2019,21/8,13/5,8/1,0/2,-,-
2018,11/5,2/1,9/4,-,-,-
