Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,89/80,29/21,34/43,14/12,-,12/4
2024,13/12,-,13/12,-,-,-
2023,18/10,7/3,0/2,7/4,-,4/1
2022,11/6,-,3/3,-,-,8/3
2019,2/4,-,2/4,-,-,-
2018,8/7,8/4,0/3,-,-,-
2017,17/18,8/8,9/8,0/2,-,-
2016,8/10,1/1,4/7,3/2,-,-
2015,8/8,3/4,2/2,3/2,-,-
2014,4/5,2/1,1/2,1/2,-,-
