Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,178/138,70/57,71/32,37/49,-,-
2024,12/12,4/5,7/3,1/4,-,-
2023,51/24,25/16,21/5,5/3,-,-
2022,23/25,6/8,12/7,5/10,-,-
2021,31/16,5/4,23/9,3/3,-,-
2020,11/8,3/1,0/1,8/6,-,-
2019,16/17,5/6,8/7,3/4,-,-
2018,20/22,13/12,-,7/10,-,-
2017,11/9,9/5,-,2/4,-,-
2016,2/3,-,-,2/3,-,-
2015,1/2,-,-,1/2,-,-
