Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,190/136,135/79,47/52,4/3,-,4/2
2024,23/16,17/13,2/2,-,-,4/1
2023,13/14,7/7,5/7,1/0,-,-
2022,37/27,24/10,10/13,3/3,-,0/1
2021,7/4,-,7/4,-,-,-
2020,11/12,-,11/12,-,-,-
2019,32/17,23/10,9/7,-,-,-
2018,10/13,9/10,1/3,-,-,-
2017,29/15,29/15,-,-,-,-
2016,16/11,16/9,0/2,-,-,-
2015,3/3,1/1,2/2,-,-,-
2014,0/2,0/2,-,-,-,-
2013,9/2,9/2,-,-,-,-
