Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,165/208,103/136,49/56,13/16,-,-
2024,23/20,17/13,6/5,0/2,-,-
2023,27/25,13/13,10/8,4/4,-,-
2022,28/20,11/7,11/9,6/4,-,-
2021,17/12,8/5,6/4,3/3,-,-
2020,7/10,7/10,-,-,-,-
2019,19/36,14/23,5/10,0/3,-,-
2018,15/32,9/17,6/15,-,-,-
2017,14/28,10/24,4/4,-,-,-
2016,12/18,11/17,1/1,-,-,-
2015,3/7,3/7,-,-,-,-
