Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,190/113,20/12,159/90,10/9,1/2,-
2024,34/22,1/1,33/20,0/1,-,-
2023,22/24,1/2,14/16,7/5,0/1,-
2022,52/21,-,48/17,3/3,1/1,-
2021,11/7,1/2,10/5,-,-,-
2020,20/9,12/4,8/5,-,-,-
2019,16/9,-,16/9,-,-,-
2018,9/7,-,9/7,-,-,-
2017,15/9,-,15/9,-,-,-
2016,7/4,4/2,3/2,-,-,-
2015,4/1,1/1,3/0,-,-,-
