Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Pune (India),hard,header
22.02. 11:30,Holt B.,2,7,6,,,,6,0,82%,63% (31/49),64% (7/11),63% (5/8),34% (13/38),61% (19/31),50% (5/10),63% (38/60),46% (32/69),54% (70/129),6,0,73% (8/11),45% (5/11),59% (13/22),"['2', '0', '4', '0', '7', '5']","['3', '3', '6', '4']",[],[],[],1.63
22.02. 11:30,Galarneau A.,0,5,4,,,,1,5,55%,66% (25/38),39% (12/31),50% (5/10),37% (18/49),36% (4/11),38% (3/8),54% (37/69),37% (22/60),46% (59/129),4,2,55% (6/11),27% (3/11),41% (9/22),"['2', '5', '4', '5']","['1', '0']",[],[],[],2.19
21.02. 12:35,Holt B.,2,4,6,6,,,5,0,77%,71% (45/63),37% (7/19),33% (2/6),38% (21/56),55% (18/33),45% (5/11),63% (52/82),44% (39/89),53% (91/171),7,0,73% (11/15),36% (5/14),55% (16/29),"['2', '0']","['3', '3', '5', '3']","['2', '3', '5', '4']",[],[],1.57
21.02. 12:35,Harris B.,1,6,3,4,,,9,3,63%,63% (35/56),45% (15/33),55% (6/11),29% (18/63),63% (12/19),67% (4/6),56% (50/89),37% (30/82),47% (80/171),3,0,64% (9/14),27% (4/15),45% (13/29),"['2', '3', '5', '4']","['3', '2']","['2', '0']",[],[],2.31
20.02. 13:20,Holt B.,2,6,6,,,,4,0,69%,71% (34/48),55% (12/22),75% (3/4),31% (9/29),54% (13/24),75% (3/4),66% (46/70),42% (22/53),55% (68/123),6,0,90% (9/10),30% (3/10),60% (12/20),"['2', '1', '4', '1']","['3', '2']",[],[],[],1.26
20.02. 13:20,Gueymard Wayenburg S.,0,4,4,,,,6,2,55%,69% (20/29),46% (11/24),25% (1/4),29% (14/48),45% (10/22),25% (1/4),58% (31/53),34% (24/70),45% (55/123),4,3,70% (7/10),10% (1/10),40% (8/20),"['2', '4']",[],[],[],[],3.63
18.02. 17:00,Holt B.,2,6,6,,,,3,0,64%,80% (20/25),86% (12/14),0% (0/0),40% (14/35),73% (16/22),100% (4/4),82% (32/39),53% (30/57),65% (62/96),7,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0']","['1', '0', '3', '0']",[],[],[],1.06
18.02. 17:00,Shah A.,0,2,2,,,,2,0,61%,60% (21/35),27% (6/22),0% (0/4),20% (5/25),14% (2/14),0% (0/0),47% (27/57),18% (7/39),35% (34/96),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],7.50
CHALLENGER MEN - SINGLES :  Manama (Bahrain),hard,header
14.02. 19:05,Holt B.,1,4,6,4,,,2,1,73%,65% (44/68),44% (11/25),64% (7/11),30% (20/67),52% (26/50),27% (3/11),59% (55/93),39% (46/117),48% (101/210),4,5,73% (11/15),20% (3/15),47% (14/30),"['2', '0', '4', '4']","['6', '4']",[],[],[],1.86
14.02. 19:05,Vavassori A.,2,6,4,6,,,9,5,57%,70% (47/67),48% (24/50),73% (8/11),35% (24/68),56% (14/25),36% (4/11),61% (71/117),41% (38/93),52% (109/210),6,0,80% (12/15),27% (4/15),53% (16/30),"['1', '2', '3', '2', '5', '4']",[],"['5', '4']",[],[],1.86
14.02. 13:40,Holt B.,2,3,6,6,,,2,0,83%,67% (44/66),57% (8/14),50% (2/4),29% (15/51),56% (15/27),57% (4/7),65% (52/80),38% (30/78),52% (82/158),8,0,85% (11/13),31% (4/13),58% (15/26),"['3', '4']","['6', '4']","['2', '0', '5', '1']",[],[],1.74
14.02. 13:40,Atmane T.,1,6,4,1,,,12,3,65%,71% (36/51),44% (12/27),43% (3/7),33% (22/66),43% (6/14),50% (2/4),62% (48/78),35% (28/80),48% (76/158),2,0,69% (9/13),15% (2/13),42% (11/26),"['2', '0', '5', '3']",[],[],[],[],2.00
CHALLENGER MEN - SINGLES :  Manama (Bahrain),hard,header
CHALLENGER MEN - SINGLES :  Manama (Bahrain),hard,header
CHALLENGER MEN - SINGLES :  Manama (Bahrain),hard,header
12.02. 17:40,Holt B.,2,4,7,7,,,9,0,69%,65% (54/83),49% (18/37),71% (10/14),35% (22/63),52% (22/42),83% (5/6),60% (72/120),42% (44/105),52% (116/225),9,0,76% (13/17),29% (5/17),53% (18/34),"['4', '4']","['4', '2', '7', '5']","['5', '5', '7', '5']",[],[],1.55
12.02. 17:40,Evans D.,1,6,5,5,,,6,2,60%,65% (41/63),48% (20/42),17% (1/6),35% (29/83),51% (19/37),29% (4/14),58% (61/105),40% (48/120),48% (109/225),1,0,71% (12/17),24% (4/17),47% (16/34),"['3', '2', '5', '4']","['3', '4']","['3', '2']",[],[],2.36
10.02. 20:00,Holt B.,2,7,6,,,,5,1,78%,65% (44/68),63% (12/19),88% (7/8),31% (14/45),62% (16/26),23% (3/13),64% (56/87),42% (30/71),54% (86/158),6,0,91% (10/11),27% (3/11),59% (13/22),"['4', '5', '6', '5']","['2', '1']",[],[],[],1.66
10.02. 20:00,Kotov P.,0,5,4,,,,1,1,63%,69% (31/45),38% (10/26),77% (10/13),35% (24/68),37% (7/19),13% (1/8),58% (41/71),36% (31/87),46% (72/158),4,0,73% (8/11),9% (1/11),41% (9/22),"['2', '0']",[],[],[],[],2.14
ATP - SINGLES :  Dallas (USA),hard,header
03.02. 23:40,Holt B.,0,1,5,,,,4,1,69%,63% (25/40),39% (7/18),50% (3/6),26% (11/43),33% (6/18),0% (0/3),55% (32/58),28% (17/61),41% (49/119),3,0,67% (6/9),0% (0/10),32% (6/19),[],[],[],[],[],3.00
03.02. 23:40,Davidovich Fokina A.,2,6,7,,,,6,0,70%,74% (32/43),67% (12/18),100% (3/3),38% (15/40),61% (11/18),50% (3/6),72% (44/61),45% (26/58),59% (70/119),7,0,100% (10/10),33% (3/9),68% (13/19),"['2', '0', '4', '0']","['6', '5']",[],[],[],1.40
ATP - SINGLES :  Dallas (USA) - Qualification,hard,header
03.02. 01:35,Holt B.,2,6,6,,,,0,1,84%,73% (35/48),33% (3/9),83% (5/6),44% (14/32),60% (12/20),44% (4/9),67% (38/57),50% (26/52),59% (64/109),5,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '6', '2']","['1', '1', '3', '1']",[],[],[],1.23
03.02. 01:35,Seggerman R.,0,2,3,,,,3,1,62%,56% (18/32),40% (8/20),56% (5/9),27% (13/48),67% (6/9),17% (1/6),50% (26/52),33% (19/57),41% (45/109),5,1,50% (4/8),11% (1/9),29% (5/17),[],"['1', '0']",[],[],[],3.88
01.02. 21:40,Holt B.,2,1,7^7,6,,,8,2,77%,69% (52/75),39% (9/23),50% (3/6),27% (16/60),48% (13/27),17% (1/6),59% (54/92),39% (36/93),49% (90/185),6,0,67% (8/12),38% (5/13),52% (13/25),[],[],"['2', '0']",[],[],1.83
01.02. 21:40,Krueger M.,1,6,6^1,3,,,7,1,69%,73% (44/60),52% (14/27),83% (5/6),31% (23/75),61% (14/23),50% (3/6),61% (57/93),41% (38/92),51% (95/185),4,1,62% (8/13),33% (4/12),48% (12/25),"['1', '0', '4', '1', '6', '1']",[],[],[],[],1.98
CHALLENGER MEN - SINGLES :  Cleveland (USA),hard,header
28.01. 06:25,Holt B.,2,6,6,,,,4,0,72%,67% (26/39),60% (9/15),100% (2/2),35% (7/20),87% (20/23),63% (5/8),65% (35/54),63% (27/43),64% (62/97),5,0,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0']",[],[],[],1.25
28.01. 06:25,Ivanovski K.,0,1,1,,,,2,5,47%,65% (13/20),13% (3/23),38% (3/8),33% (13/39),40% (6/15),0% (0/2),37% (16/43),35% (19/54),36% (35/97),5,1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.70
CHALLENGER MEN - SINGLES :  Nonthaburi 3 (Thailand),hard,header
19.01. 09:35,Holt B.,2,6,6,,,,4,0,80%,68% (28/41),80% (8/10),83% (5/6),31% (9/29),72% (13/18),67% (4/6),71% (36/51),47% (22/47),59% (58/98),9,0,89% (8/9),50% (4/8),71% (12/17),"['3', '3', '5', '3']","['1', '0', '5', '2']",[],[],[],2.11
19.01. 09:35,Kopriva V.,0,3,2,,,,1,6,62%,69% (20/29),28% (5/18),33% (2/6),32% (13/41),20% (2/10),17% (1/6),53% (25/47),29% (15/51),41% (40/98),1,0,50% (4/8),11% (1/9),29% (5/17),"['3', '2']",[],[],[],[],1.68
18.01. 09:40,Holt B.,2,6,6,,,,6,0,69%,72% (26/36),56% (9/16),75% (3/4),43% (20/47),65% (15/23),44% (4/9),67% (35/52),47% (33/70),56% (68/122),4,0,89% (8/9),44% (4/9),67% (12/18),"['1', '0', '3', '0']","['1', '0', '3', '0']",[],[],[],1.49
18.01. 09:40,Tabur C.,0,2,4,,,,4,0,67%,62% (29/47),35% (8/23),56% (5/9),28% (10/36),44% (7/16),25% (1/4),53% (37/70),33% (17/52),44% (54/122),6,1,56% (5/9),11% (1/9),33% (6/18),[],"['2', '4']",[],[],[],2.51
17.01. 11:20,Holt B.,2,6^7,6,6,,,8,0,74%,79% (52/66),70% (16/23),0% (0/0),23% (15/66),57% (16/28),20% (2/10),76% (68/89),33% (31/94),54% (99/183),5,0,100% (16/16),13% (2/15),58% (18/31),[],"['3', '1']","['2', '1']",[],[],2.04
17.01. 11:20,Svajda Z.,1,7^9,3,4,,,7,1,70%,77% (51/66),43% (12/28),80% (8/10),21% (14/66),30% (7/23),0% (0/0),67% (63/94),24% (21/89),46% (84/183),5,0,87% (13/15),0% (0/16),42% (13/31),[],[],[],[],[],1.71
16.01. 10:55,Holt B.,2,6,6,,,,6,0,62%,74% (25/34),62% (13/21),83% (5/6),38% (11/29),74% (14/19),57% (4/7),69% (38/55),52% (25/48),61% (63/103),5,0,89% (8/9),50% (4/8),71% (12/17),"['3', '3', '6', '4']","['2', '0', '4', '0']",[],[],[],1.86
16.01. 10:55,Wong C.,0,4,1,,,,6,5,60%,62% (18/29),26% (5/19),43% (3/7),26% (9/34),38% (8/21),17% (1/6),48% (23/48),31% (17/55),39% (40/103),5,0,50% (4/8),11% (1/9),29% (5/17),"['2', '1']",[],[],[],[],1.86
14.01. 08:35,Holt B.,2,6,6,,,,3,0,67%,79% (27/34),41% (7/17),50% (1/2),38% (17/45),68% (13/19),57% (4/7),67% (34/51),47% (30/64),56% (64/115),7,0,89% (8/9),44% (4/9),67% (12/18),"['4', '2']","['2', '1', '4', '3', '6', '3']",[],[],[],1.03
14.01. 08:35,Trongcharoenchaikul W.,0,3,3,,,,5,2,70%,62% (28/45),32% (6/19),43% (3/7),21% (7/34),59% (10/17),50% (1/2),53% (34/64),33% (17/51),44% (51/115),3,0,56% (5/9),11% (1/9),33% (6/18),[],"['2', '2']",[],[],[],9.60
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
08.01. 08:35,Holt B.,0,4,4,,,,8,0,75%,58% (29/50),71% (12/17),40% (2/5),23% (10/43),62% (13/21),17% (1/6),26,17,67% (8/12),61% (41/67),36% (23/64),49% (64/131),4,1,70% (7/10),10% (1/10),40% (8/20),[],"['2', '2']",[],[],[],3.39
08.01. 08:35,McDonald M.,2,6,6,,,,14,1,67%,77% (33/43),38% (8/21),83% (5/6),42% (21/50),29% (5/17),60% (3/5),29,17,43% (3/7),64% (41/64),39% (26/67),51% (67/131),6,0,90% (9/10),30% (3/10),60% (12/20),"['4', '3']","['1', '0', '5', '4']",[],[],[],1.33
06.01. 14:55,Holt B.,2,7^8,6,,,,10,0,86%,78% (46/59),70% (7/10),100% (8/8),22% (9/41),56% (15/27),29% (2/7),32,13,79% (15/19),77% (53/69),35% (24/68),56% (77/137),9,0,100% (10/10),20% (2/10),60% (12/20),[],"['3', '2', '5', '2']",[],[],[],1.34
06.01. 14:55,Mager G.,0,6^6,2,,,,6,1,60%,78% (32/41),44% (12/27),71% (5/7),22% (13/59),30% (3/10),0% (0/8),24,22,53% (8/15),65% (44/68),23% (16/69),44% (60/137),1,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],3.26
CHALLENGER MEN - SINGLES :  Canberra (Australia) - Qualification,hard,header
30.12.2024,Holt B.,1,3,7^7,3,,,8,1,67%,70% (47/67),45% (15/33),56% (5/9),27% (16/60),40% (14/35),40% (2/5),62% (62/100),32% (30/94),47% (92/194),4,0,71% (10/14),13% (2/16),40% (12/30),"['2', '1']","['4', '4']",[],[],[],1.90
30.12.2024,Galarneau A.,2,6,6^1,6,,,7,1,63%,73% (44/60),60% (21/35),60% (3/5),30% (20/67),55% (18/33),44% (4/9),68% (64/94),38% (38/100),53% (102/194),6,0,88% (14/16),29% (4/14),60% (18/30),"['2', '2', '4', '2']","['4', '3']","['4', '2']",[],[],1.82
29.12.2024,Holt B.,2,7^11,6,,,,6,0,75%,66% (35/53),61% (11/18),67% (4/6),41% (13/32),54% (15/28),67% (4/6),65% (46/71),47% (28/60),56% (74/131),9,0,80% (8/10),44% (4/9),63% (12/19),"['1', '2', '4', '5']","['2', '0', '5', '1']",[],[],[],1.03
29.12.2024,Hewitt C.,0,6^9,1,,,,3,2,53%,59% (19/32),46% (13/28),33% (2/6),34% (18/53),39% (7/18),33% (2/6),53% (32/60),35% (25/71),44% (57/131),1,0,56% (5/9),20% (2/10),37% (7/19),"['2', '0', '4', '2']",[],[],[],[],9.20
CHALLENGER MEN - SINGLES :  Drummondville (Canada),hard,header
15.11.2024,Holt B.,0,5,6^5,,,,1,3,66%,64% (36/56),41% (12/29),50% (3/6),23% (11/47),50% (16/32),29% (2/7),56% (48/85),34% (27/79),46% (75/164),5,0,75% (9/12),17% (2/12),46% (11/24),"['3', '4']","['1', '0']",[],[],[],1.57
15.11.2024,Sell K.,2,7,7^7,,,,3,2,59%,77% (36/47),50% (16/32),71% (5/7),36% (20/56),59% (17/29),50% (3/6),66% (52/79),44% (37/85),54% (89/164),5,0,83% (10/12),25% (3/12),54% (13/24),"['2', '0', '7', '5']","['5', '5']",[],[],[],2.31
12.11.2024,Holt B.,2,6,6,,,,1,1,70%,86% (24/28),50% (6/12),0% (0/1),50% (16/32),53% (17/32),100% (5/5),75% (30/40),52% (33/64),61% (63/104),6,0,88% (7/8),56% (5/9),71% (12/17),"['1', '0']","['1', '0', '3', '0', '5', '0', '6', '1']",[],[],[],1.34
12.11.2024,Seggerman R.,0,4,1,,,,1,1,50%,50% (16/32),47% (15/32),0% (0/5),14% (4/28),50% (6/12),100% (1/1),48% (31/64),25% (10/40),39% (41/104),4,0,44% (4/9),13% (1/8),29% (5/17),[],"['1', '5']",[],[],[],3.08
CHALLENGER MEN - SINGLES :  Knoxville (USA),hard,header
06.11.2024,Holt B.,0,4,6^5,,,,1,1,74%,64% (34/53),68% (13/19),60% (3/5),16% (7/45),54% (14/26),20% (1/5),65% (47/72),30% (21/71),48% (68/143),4,0,82% (9/11),9% (1/11),45% (10/22),[],"['4', '4']",[],[],[],2.48
06.11.2024,Lajal M.,2,6,7^7,,,,8,2,63%,84% (38/45),46% (12/26),80% (4/5),36% (19/53),32% (6/19),40% (2/5),70% (50/71),35% (25/72),52% (75/143),6,0,91% (10/11),18% (2/11),55% (12/22),"['2', '1']","['3', '2']",[],[],[],1.50
05.11.2024,Holt B.,2,6,6,,,,7,0,72%,77% (36/47),56% (10/18),100% (3/3),19% (5/26),50% (11/22),100% (2/2),71% (46/65),33% (16/48),55% (62/113),6,0,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['2', '0']",[],[],[],2.10
05.11.2024,Walton A.,0,4,3,,,,4,0,54%,81% (21/26),50% (11/22),0% (0/2),23% (11/47),44% (8/18),0% (0/3),67% (32/48),29% (19/65),45% (51/113),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.69
CHALLENGER MEN - SINGLES :  Charlottesville (USA),hard,header
30.10.2024,Holt B.,0,2,3,,,,2,2,64%,67% (20/30),47% (8/17),40% (2/5),12% (3/26),35% (8/23),0% (0/1),60% (28/47),22% (11/49),41% (39/96),5,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],1.89
30.10.2024,Trotter J. K.,2,6,6,,,,7,2,53%,88% (23/26),65% (15/23),100% (1/1),33% (10/30),53% (9/17),60% (3/5),78% (38/49),40% (19/47),59% (57/96),5,0,100% (9/9),38% (3/8),71% (12/17),"['3', '1', '6', '2']","['2', '0']",[],[],[],1.83
29.10.2024,Holt B.,2,7,6,,,,2,1,69%,76% (32/42),58% (11/19),0% (0/2),36% (17/47),59% (22/37),27% (4/15),70% (43/61),46% (39/84),57% (82/145),5,0,82% (9/11),36% (4/11),59% (13/22),"['1', '0', '6', '5']","['2', '1', '5', '2']",[],[],[],1.35
29.10.2024,Rybakov A.,0,5,4,,,,2,3,56%,64% (30/47),41% (15/37),73% (11/15),24% (10/42),42% (8/19),100% (2/2),54% (45/84),30% (18/61),43% (63/145),5,2,64% (7/11),18% (2/11),41% (9/22),"['2', '2']","['3', '5']",[],[],[],3.04
CHALLENGER MEN - SINGLES :  Sioux Falls (USA),hard,header
26.10.2024,Holt B.,1,6,6^1,2,,,8,0,66%,68% (43/63),55% (18/33),50% (2/4),24% (16/68),44% (17/39),9% (1/11),64% (61/96),31% (33/107),46% (94/203),4,1,87% (13/15),7% (1/15),47% (14/30),"['5', '4']",[],[],[],[],2.50
26.10.2024,Gojo B.,2,4,7^7,6,,,10,0,64%,76% (52/68),56% (22/39),91% (10/11),32% (20/63),45% (15/33),50% (2/4),69% (74/107),36% (35/96),54% (109/203),6,0,93% (14/15),13% (2/15),53% (16/30),[],[],"['1', '0', '3', '0']",[],[],1.51
23.10.2024,Holt B.,2,6,6,,,,5,0,64%,84% (27/32),50% (9/18),50% (1/2),45% (22/49),50% (11/22),27% (4/15),72% (36/50),46% (33/71),57% (69/121),8,0,89% (8/9),40% (4/10),63% (12/19),"['1', '0']","['1', '2', '3', '2', '6', '3']",[],[],[],1.98
