Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/36,40/29,3/4,3/3,-,-
2024,6/8,6/8,-,-,-,-
2023,23/11,19/8,1/2,3/1,-,-
2022,11/14,9/11,2/2,0/1,-,-
2021,6/3,6/2,-,0/1,-,-
