Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/44,37/38,9/5,-,-,0/1
2024,25/17,16/12,9/5,-,-,-
2023,18/24,18/23,-,-,-,0/1
2022,3/2,3/2,-,-,-,-
2020,0/1,0/1,-,-,-,-
