Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,25/22,2/4,22/16,1/2,-,-
2024,13/9,1/1,11/7,1/1,-,-
2023,11/11,0/2,11/9,-,-,-
2022,1/2,1/1,-,0/1,-,-
