Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,137/109,120/85,4/14,2/3,-,11/7
2024,33/22,33/20,-,-,-,0/2
2023,41/28,34/19,0/4,-,-,7/5
2022,26/21,18/15,2/5,2/1,-,4/0
2021,19/11,18/8,1/2,0/1,-,-
2020,1/4,0/1,1/2,0/1,-,-
2019,14/11,14/11,-,-,-,-
2018,3/10,3/9,0/1,-,-,-
2017,0/2,0/2,-,-,-,-
