Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/93,33/34,62/38,22/21,-,-
2024,1/3,0/2,-,1/1,-,-
2023,28/17,3/5,19/8,6/4,-,-
2022,15/15,5/5,6/6,4/4,-,-
2021,9/15,3/5,3/5,3/5,-,-
2020,7/8,1/4,3/2,3/2,-,-
2019,36/22,18/10,18/11,0/1,-,-
2018,12/5,0/1,11/3,1/1,-,-
2017,1/1,-,1/1,-,-,-
2016,1/2,-,1/2,-,-,-
2014,3/2,3/2,-,-,-,-
2013,4/3,-,-,4/3,-,-
