Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,146/120,101/82,32/25,13/13,-,-
2024,26/17,22/14,-,4/3,-,-
2023,37/24,27/18,7/3,3/3,-,-
2022,17/12,14/8,1/1,2/3,-,-
2021,8/12,8/10,0/2,-,-,-
2020,10/10,3/4,4/4,3/2,-,-
2019,5/3,5/3,-,-,-,-
2017,1/5,1/4,-,0/1,-,-
2016,15/13,12/10,3/3,-,-,-
2015,25/15,9/8,16/7,-,-,-
2014,1/6,0/2,0/3,1/1,-,-
2013,1/3,0/1,1/2,-,-,-
