Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,148/134,92/70,49/53,5/7,2/4,-
2024,20/29,11/13,6/13,2/1,1/2,-
2023,39/31,29/15,10/14,0/2,-,-
2022,32/27,13/7,16/16,2/2,1/2,-
2021,20/17,6/7,13/8,1/2,-,-
2020,23/16,22/16,1/0,-,-,-
2019,11/12,8/10,3/2,-,-,-
2017,3/2,3/2,-,-,-,-
