Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/27,44/21,22/6,-,-,-
2024,37/13,29/11,8/2,-,-,-
2023,10/10,10/9,0/1,-,-,-
2022,19/4,5/1,14/3,-,-,-
