Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,5/17,-,5/16,-,-,0/1
2005,0/3,-,0/3,-,-,-
2004,2/4,-,2/4,-,-,-
2003,2/2,-,2/2,-,-,-
2002,1/4,-,1/4,-,-,-
2000,0/2,-,0/1,-,-,0/1
1998,0/1,-,0/1,-,-,-
1996,0/1,-,0/1,-,-,-
