Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,198/140,105/82,9/10,81/41,3/7,-
2024,39/27,22/13,1/3,16/8,0/3,-
2023,55/38,31/25,7/4,16/7,1/2,-
2022,39/32,9/12,1/2,27/16,2/2,-
2021,39/16,25/12,-,14/4,-,-
2020,14/3,9/1,-,5/2,-,-
2019,5/11,4/9,0/1,1/1,-,-
2018,4/5,3/4,-,1/1,-,-
2017,1/3,1/2,-,0/1,-,-
2016,1/3,0/2,-,1/1,-,-
2015,1/2,1/2,-,-,-,-
