Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ATP - SINGLES :  US Open (USA) - Qualification,hard,header
01.08. 16:40,Squire H.,1,6,5,5,,,5,6,56%,65% (35/54),50% (21/42),50% (4/8),31% (21/67),53% (16/30),50% (4/8),7,58% (56/96),38% (37/97),48% (93/193),3,75% (12/16),24% (4/17),48% (16/33),"['1', '0', '6', '3']","['3', '3']","['2', '0']",[],[],3.03
01.08. 16:40,Van De Zandschulp B.,2,3,7,7,,,8,9,69%,69% (46/67),47% (14/30),50% (4/8),35% (19/54),50% (21/42),50% (4/8),6,62% (60/97),42% (40/96),52% (100/193),3,76% (13/17),25% (4/16),52% (17/33),[],"['2', '1', '6', '5']","['2', '3', '6', '5']",[],[],1.36
31.07. 16:35,Squire H.,2,3,6,7,,,7,7,59%,78% (43/55),46% (18/39),50% (2/4),31% (16/51),37% (14/38),30% (3/10),7,65% (61/94),34% (30/89),50% (91/183),3,87% (13/15),20% (3/15),53% (16/30),[],"['5', '3']","['2', '3', '6', '5']",[],[],1.38
31.07. 16:35,Topo M.,1,6,3,5,,,5,2,57%,69% (35/51),63% (24/38),70% (7/10),22% (12/55),54% (21/39),50% (2/4),10,66% (59/89),35% (33/94),50% (92/183),3,80% (12/15),13% (2/15),47% (14/30),"['3', '1']",[],"['2', '0']",[],[],2.93
29.07. 19:05,Squire H.,2,6,6,,,,8,2,75%,94% (34/36),17% (2/12),0% (0/0),37% (10/27),62% (13/21),33% (4/12),8,75% (36/48),48% (23/48),61% (59/96),5,100% (8/8),50% (4/8),75% (12/16),"['2', '1', '5', '2']","['3', '2', '5', '2']",[],[],[],1.84
29.07. 19:05,Choinski J.,0,2,2,,,,5,1,56%,63% (17/27),38% (8/21),67% (8/12),6% (2/36),83% (10/12),0% (0/0),5,52% (25/48),25% (12/48),39% (37/96),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.90
CHALLENGER MEN - SINGLES :  Verona (Italy),clay,header
23.07. 13:40,Squire H.,1,7^7,2,5,,,19,8,61%,76% (44/58),35% (13/37),33% (3/9),36% (24/66),33% (13/39),33% (3/9),7,60% (57/95),35% (37/105),47% (94/200),3,63% (10/16),19% (3/16),41% (13/32),"['1', '0', '2', '1']",[],"['3', '1']",[],[],1.80
23.07. 13:40,Choinski J.,2,6^4,6,7,,,9,1,63%,64% (42/66),67% (26/39),67% (6/9),24% (14/58),65% (24/37),67% (6/9),6,65% (68/105),40% (38/95),53% (106/200),5,81% (13/16),38% (6/16),59% (19/32),"['1', '1', '3', '3']","['2', '1', '5', '2']","['4', '5', '6', '5']",[],[],1.94
CHALLENGER MEN - SINGLES :  Braunschweig (Germany),clay,header
11.07. 14:45,Squire H.,0,5,6^2,,,,4,4,64%,64% (42/66),38% (14/37),67% (8/12),31% (14/45),44% (15/34),43% (3/7),7,54% (56/103),37% (29/79),47% (85/182),3,67% (8/12),25% (3/12),46% (11/24),"['3', '1', '5', '5']","['5', '5']",[],[],[],3.21
11.07. 14:45,Van De Zandschulp B.,2,7,7^7,,,,5,6,57%,69% (31/45),56% (19/34),57% (4/7),36% (24/66),62% (23/37),33% (4/12),7,63% (50/79),46% (47/103),53% (97/182),4,75% (9/12),33% (4/12),54% (13/24),"['3', '4', '5', '4', '6', '5']","['4', '3']",[],[],[],1.31
10.07. 15:40,Squire H.,2,6^4,6,6,,,9,5,59%,67% (40/60),54% (22/41),50% (3/6),39% (29/75),58% (14/24),60% (6/10),8,61% (62/101),43% (43/99),53% (105/200),7,80% (12/15),40% (6/15),60% (18/30),"['4', '2']","['1', '0', '3', '0', '5', '2']","['1', '0', '3', '0']",[],[],1.44
10.07. 15:40,Rehberg M. H.,1,7^7,2,4,,,4,4,76%,61% (46/75),42% (10/24),40% (4/10),33% (20/60),46% (19/41),50% (3/6),7,57% (56/99),39% (39/101),48% (95/200),3,60% (9/15),20% (3/15),40% (12/30),"['3', '4']","['1', '3']","['3', '5']",[],[],2.69
09.07. 17:40,Squire H.,2,5,7^7,7^7,,,14,5,65%,76% (64/84),48% (22/46),78% (7/9),19% (14/72),51% (22/43),33% (1/3),5,66% (86/130),31% (36/115),50% (122/245),3,89% (16/18),6% (1/18),47% (17/36),[],[],"['4', '2']",[],[],1.57
09.07. 17:40,Masur D.,1,7,6^4,6^5,,,10,3,63%,81% (58/72),49% (21/43),67% (2/3),24% (20/84),52% (24/46),22% (2/9),6,69% (79/115),34% (44/130),50% (123/245),3,94% (17/18),11% (2/18),53% (19/36),"['7', '5']",[],"['3', '4']",[],[],2.33
ATP - SINGLES :  Wimbledon (United Kingdom) - Qualification,grass,header
24.06. 17:05,Squire H.,1,6,6^1,4,,,12,3,62%,84% (47/56),44% (15/34),67% (4/6),21% (14/66),42% (14/33),50% (2/4),35,23,92% (11/12),5,69% (62/90),28% (28/99),48% (90/189),3,88% (14/16),13% (2/16),50% (16/32),"['3', '2']","['4', '3']",[],[],[],1.30
24.06. 17:05,Kopriva V.,2,4,7^7,6,,,8,1,67%,79% (52/66),58% (19/33),50% (2/4),16% (9/56),56% (19/34),33% (2/6),26,11,71% (12/17),6,72% (71/99),31% (28/90),52% (99/189),3,88% (14/16),13% (2/16),50% (16/32),[],"['5', '5']","['4', '3']",[],[],3.54
ATP - SINGLES :  Halle (Germany),grass,header
18.06. 22:45,Squire H.,0,6^7,6^2,,,,6,4,74%,84% (49/58),45% (9/20),100% (1/1),16% (7/45),13% (3/24),0% (0/0),4,74% (58/78),14% (10/69),46% (68/147),1,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],5.55
18.06. 22:45,Tsitsipas S.,2,7^9,7^7,,,,7,1,65%,84% (38/45),88% (21/24),0% (0/0),16% (9/58),55% (11/20),0% (0/1),6,86% (59/69),26% (20/78),54% (79/147),2,100% (12/12),0% (0/12),50% (12/24),[],[],[],[],[],1.16
ATP - SINGLES :  Stuttgart (Germany),grass,header
10.06. 19:35,Squire H.,0,3,3,,,,6,2,57%,71% (20/28),43% (9/21),40% (2/5),20% (8/41),44% (4/9),0% (0/0),16,9,67% (8/12),5,59% (29/49),24% (12/50),41% (41/99),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.13
10.06. 19:35,Hanfmann Y.,2,6,6,,,,7,1,82%,80% (33/41),56% (5/9),0% (0/0),29% (8/28),57% (12/21),60% (3/5),19,6,46% (6/13),6,76% (38/50),41% (20/49),59% (58/99),3,100% (9/9),33% (3/9),67% (12/18),"['5', '3']","['2', '1', '6', '3']",[],[],[],1.60
CHALLENGER MEN - SINGLES :  Heilbronn (Germany),clay,header
07.06. 21:40,Squire H.,0,2,3,,,,1,5,44%,63% (15/24),32% (10/31),50% (5/10),32% (10/31),43% (9/21),100% (2/2),4,45% (25/55),37% (19/52),41% (44/107),2,38% (3/8),22% (2/9),29% (5/17),"['2', '3']","['2', '1']",[],[],[],1.86
07.06. 21:40,Ritschard A.,2,6,6,,,,1,4,60%,68% (21/31),57% (12/21),0% (0/2),38% (9/24),68% (21/31),50% (5/10),6,63% (33/52),55% (30/55),59% (63/107),4,78% (7/9),63% (5/8),71% (12/17),"['3', '1', '4', '2', '6', '2']","['2', '2', '4', '2']",[],[],[],1.86
05.06. 21:45,Squire H.,2,6,6,,,,5,4,57%,84% (21/25),47% (9/19),100% (2/2),56% (15/27),61% (11/18),83% (5/6),6,68% (30/44),58% (26/45),63% (56/89),6,100% (7/7),71% (5/7),86% (12/14),"['1', '0', '3', '0', '5', '0']","['3', '2', '5', '2']",[],[],[],2.20
05.06. 21:45,Marterer M.,0,0,2,,,,1,3,60%,44% (12/27),39% (7/18),17% (1/6),16% (4/25),53% (10/19),0% (0/2),4,42% (19/45),32% (14/44),37% (33/89),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],1.64
04.06. 17:00,Squire H.,2,6,6,,,,5,4,49%,88% (21/24),64% (16/25),0% (0/0),36% (10/28),52% (12/23),43% (3/7),5,76% (37/49),43% (22/51),59% (59/100),5,100% (9/9),38% (3/8),71% (12/17),"['4', '2']","['1', '0', '3', '0']",[],[],[],1.34
04.06. 17:00,Vallejo D.,0,3,2,,,,1,0,55%,64% (18/28),48% (11/23),57% (4/7),13% (3/24),36% (9/25),0% (0/0),5,57% (29/51),24% (12/49),41% (41/100),1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],3.13
ATP - SINGLES :  French Open (France),clay,header
30.05. 14:45,Squire H.,1,4,6,3,2,,5,5,59%,72% (47/65),33% (15/46),36% (4/11),21% (13/62),48% (22/46),44% (4/9),31,43,68% (15/22),6,56% (62/111),32% (35/108),44% (97/219),3,61% (11/18),21% (4/19),41% (15/37),"['3', '4']","['5', '4']","['2', '3']","['2', '4']",[],9.56
30.05. 14:45,Auger-Aliassime F.,3,6,4,6,6,,12,4,57%,79% (49/62),52% (24/46),56% (5/9),28% (18/65),67% (31/46),64% (7/11),37,35,69% (9/13),10,68% (73/108),44% (49/111),56% (122/219),3,79% (15/19),39% (7/18),59% (22/37),"['4', '2', '6', '4']",[],"['2', '0', '4', '2']","['1', '0', '4', '1', '5', '2']",[],1.06
27.05. 14:40,Squire H.,3,6,6,3,4,7^12,10,6,64%,71% (68/96),57% (30/53),62% (8/13),35% (29/82),44% (33/75),58% (7/12),66,50,78% (29/37),8,66% (98/149),39% (62/157),52% (160/306),5,78% (18/23),29% (7/24),53% (25/47),"['2', '1', '4', '1']","['1', '0', '5', '2']",[],"['3', '3']","['5', '5', '6', '6']",1.46
27.05. 14:40,Purcell M.,2,2,2,6,6,6^10,7,3,52%,65% (53/82),56% (42/75),42% (5/12),29% (28/96),43% (23/53),38% (5/13),42,50,64% (16/25),6,61% (95/157),34% (51/149),48% (146/306),3,71% (17/24),22% (5/23),47% (22/47),[],[],"['2', '0']","['3', '2', '4', '3']","['2', '1', '6', '5']",2.78
ATP - SINGLES :  French Open (France) - Qualification,clay,header
24.05. 17:35,Squire H.,2,6,3,6,,,9,5,68%,71% (45/63),47% (14/30),67% (6/9),28% (16/57),57% (20/35),36% (4/11),40,31,67% (20/30),5,63% (59/93),39% (36/92),51% (95/185),4,79% (11/14),29% (4/14),54% (15/28),"['5', '3']","['2', '1']","['4', '4', '6', '4']",[],[],3.26
24.05. 17:35,Vavassori A.,1,3,6,4,,,5,1,62%,72% (41/57),43% (15/35),64% (7/11),29% (18/63),53% (16/30),33% (3/9),26,17,61% (20/33),6,61% (56/92),37% (34/93),49% (90/185),5,71% (10/14),21% (3/14),46% (13/28),[],"['3', '3', '5', '3']","['2', '1']",[],[],1.34
22.05. 22:10,Squire H.,2,6,6,,,,3,1,56%,86% (24/28),59% (13/22),100% (3/3),36% (16/45),57% (12/21),44% (4/9),21,22,82% (9/11),7,74% (37/50),42% (28/66),56% (65/116),5,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['3', '2']",[],[],[],1.65
22.05. 22:10,Grenier H.,0,2,4,,,,5,4,68%,64% (29/45),43% (9/21),56% (5/9),14% (4/28),41% (9/22),0% (0/3),12,14,60% (6/10),5,58% (38/66),26% (13/50),44% (51/116),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.25
21.05. 18:20,Squire H.,2,2,6,6,,,4,1,55%,66% (31/47),55% (21/38),43% (3/7),45% (33/73),47% (14/30),29% (4/14),37,41,53% (17/32),7,61% (52/85),46% (47/103),53% (99/188),7,71% (10/14),31% (4/13),52% (14/27),[],"['3', '3', '5', '3']","['1', '0', '4', '3']",[],[],2.31
21.05. 18:20,Dzumhur D.,1,6,3,4,,,0,0,71%,55% (40/73),53% (16/30),71% (10/14),34% (16/47),45% (17/38),57% (4/7),21,25,53% (8/15),6,54% (56/103),39% (33/85),47% (89/188),3,69% (9/13),29% (4/14),48% (13/27),"['1', '0', '5', '2']","['2', '1']","['3', '3']",[],[],1.62
CHALLENGER MEN - SINGLES :  Bordeaux (France) - Qualification,clay,header
14.05. 21:55,Squire H.,1,4,6,4,,,5,6,68%,68% (40/59),46% (13/28),25% (1/4),24% (12/51),50% (12/24),38% (3/8),6,61% (53/87),32% (24/75),48% (77/162),4,79% (11/14),21% (3/14),50% (14/28),[],"['4', '2', '6', '2']","['3', '5']",[],[],1.64
14.05. 21:55,Martineau M.,2,6,2,6,,,10,5,68%,76% (39/51),50% (12/24),63% (5/8),32% (19/59),54% (15/28),75% (3/4),7,68% (51/75),39% (34/87),52% (85/162),4,79% (11/14),21% (3/14),50% (14/28),"['1', '0']",[],"['1', '0', '3', '0']",[],[],2.20
13.05. 17:45,Squire H.,2,6,6,,,,6,0,64%,83% (25/30),76% (13/17),0% (0/0),50% (15/30),42% (10/24),38% (3/8),11,81% (38/47),46% (25/54),62% (63/101),5,100% (9/9),33% (3/9),67% (12/18),"['3', '2']","['3', '2', '5', '2']",[],[],[],1.18
13.05. 17:45,Wessels L.,0,4,2,,,,3,4,56%,50% (15/30),58% (14/24),63% (5/8),17% (5/30),24% (4/17),0% (0/0),5,54% (29/54),19% (9/47),38% (38/101),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.59
CHALLENGER MEN - SINGLES :  Prague (Czech Republic),clay,header
08.05. 13:40,Squire H.,1,7^7,4,4,,,7,6,59%,67% (41/61),42% (18/43),56% (9/16),31% (18/59),53% (28/53),28% (5/18),7,57% (59/104),41% (46/112),49% (105/216),3,56% (9/16),31% (5/16),44% (14/32),"['2', '3', '5', '4']","['3', '3', '4', '4']","['3', '1']",[],[],2.66
08.05. 13:40,Riedi L.,2,6^3,6,6,,,6,3,53%,69% (41/59),47% (25/53),72% (13/18),33% (20/61),58% (25/43),44% (7/16),8,59% (66/112),43% (45/104),51% (111/216),5,69% (11/16),44% (7/16),56% (18/32),"['2', '0', '5', '5']","['1', '0', '4', '3', '5', '4']","['3', '4', '5', '4']",[],[],1.45
CHALLENGER MEN - SINGLES :  Ostrava (Czech Republic),clay,header
28.04. 14:35,Squire H.,1,2,6,5,,,5,6,47%,67% (31/46),47% (24/51),60% (9/15),34% (19/56),41% (11/27),80% (4/5),9,57% (55/97),36% (30/83),47% (85/180),5,60% (9/15),27% (4/15),43% (13/30),"['1', '1']","['6', '4']","['2', '0', '5', '1']",[],[],2.11
28.04. 14:35,Dzumhur D.,2,6,4,7,,,1,2,67%,66% (37/56),59% (16/27),20% (1/5),33% (15/46),53% (27/51),40% (6/15),9,64% (53/83),43% (42/97),53% (95/180),6,73% (11/15),40% (6/15),57% (17/30),"['1', '0', '3', '2', '5', '2']",[],"['2', '5', '4', '5', '6', '5']",[],[],1.69
27.04. 14:40,Squire H.,2,6,6,,,,6,3,61%,74% (31/42),41% (11/27),75% (6/8),33% (10/30),58% (15/26),67% (4/6),5,61% (42/69),45% (25/56),54% (67/125),4,80% (8/10),44% (4/9),63% (12/19),"['5', '3']","['1', '0', '2', '1', '5', '4']",[],[],[],2.10
27.04. 14:40,Skatov T.,0,3,4,,,,2,4,54%,67% (20/30),42% (11/26),33% (2/6),26% (11/42),59% (16/27),25% (2/8),6,55% (31/56),39% (27/69),46% (58/125),3,56% (5/9),20% (2/10),37% (7/19),[],"['1', '1', '3', '3']",[],[],[],1.68
26.04. 15:40,Squire H.,2,6,6,,,,2,7,49%,81% (26/32),45% (15/33),67% (2/3),41% (13/32),72% (13/18),50% (4/8),7,63% (41/65),52% (26/50),58% (67/115),5,89% (8/9),50% (4/8),71% (12/17),"['4', '2']","['1', '0', '3', '0', '5', '2']",[],[],[],2.22
26.04. 15:40,Novak D.,0,3,2,,,,3,3,64%,59% (19/32),28% (5/18),50% (4/8),19% (6/32),55% (18/33),33% (1/3),4,48% (24/50),37% (24/65),42% (48/115),2,50% (4/8),11% (1/9),29% (5/17),[],"['2', '4']",[],[],[],1.61
24.04. 13:40,Squire H.,2,7^7,6,,,,4,4,58%,70% (26/37),56% (15/27),63% (5/8),41% (17/41),64% (18/28),56% (5/9),8,64% (41/64),51% (35/69),57% (76/133),3,70% (7/10),50% (5/10),60% (12/20),"['2', '1', '4', '5', '6', '5']","['3', '1', '6', '2']",[],[],[],1.74
24.04. 13:40,Sels J.,0,6^4,2,,,,3,5,59%,59% (24/41),36% (10/28),44% (4/9),30% (11/37),44% (12/27),38% (3/8),5,49% (34/69),36% (23/64),43% (57/133),2,50% (5/10),30% (3/10),40% (8/20),"['2', '2', '5', '3', '6', '6']",[],[],[],[],2.02
22.04. 20:35,Squire H.,2,6,5,6,,,6,6,54%,75% (41/55),41% (19/46),64% (7/11),35% (19/55),64% (18/28),55% (6/11),6,59% (60/101),45% (37/83),53% (97/184),3,73% (11/15),40% (6/15),57% (17/30),"['1', '0', '4', '1', '5', '2']","['3', '2']","['1', '2', '4', '3']",[],[],1.99
22.04. 20:35,Diallo G.,1,2,7,4,,,3,4,66%,65% (36/55),36% (10/28),45% (5/11),25% (14/55),59% (27/46),36% (4/11),5,55% (46/83),41% (41/101),47% (87/184),4,60% (9/15),27% (4/15),43% (13/30),"['2', '4']","['4', '4', '7', '5']","['2', '0']",[],[],1.76
ATP - SINGLES :  Munich (Germany) - Qualification,clay,header
14.04. 16:45,Squire H.,0,3,4,,,,7,2,74%,77% (33/43),20% (3/15),50% (2/4),19% (8/42),47% (9/19),0% (0/3),4,62% (36/58),28% (17/61),45% (53/119),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.57
14.04. 16:45,Gakhov I.,2,6,6,,,,7,0,69%,81% (34/42),53% (10/19),100% (3/3),23% (10/43),80% (12/15),50% (2/4),5,72% (44/61),38% (22/58),55% (66/119),5,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['1', '0']",[],[],[],2.19
13.04. 19:00,Squire H.,2,6,6,,,,5,1,58%,82% (23/28),45% (9/20),100% (3/3),54% (13/24),65% (11/17),83% (5/6),5,67% (32/48),59% (24/41),63% (56/89),7,100% (7/7),71% (5/7),86% (12/14),"['3', '1', '5', '1']","['1', '0', '4', '1', '6', '1']",[],[],[],1.70
13.04. 19:00,Naw H.,0,1,1,,,,0,2,59%,46% (11/24),35% (6/17),17% (1/6),18% (5/28),55% (11/20),0% (0/3),4,41% (17/41),33% (16/48),37% (33/89),1,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],2.15
CHALLENGER MEN - SINGLES :  Split (Croatia),clay,header
12.04. 15:45,Squire H.,1,6,3,4,,,9,3,68%,71% (39/55),38% (10/26),43% (3/7),27% (15/55),52% (15/29),60% (3/5),8,60% (49/81),36% (30/84),48% (79/165),3,71% (10/14),20% (3/15),45% (13/29),"['4', '3']","['2', '3']","['2', '4']",[],[],2.39
12.04. 15:45,Bonzi B.,2,4,6,6,,,6,2,65%,73% (40/55),48% (14/29),40% (2/5),29% (16/55),62% (16/26),57% (4/7),7,64% (54/84),40% (32/81),52% (86/165),4,80% (12/15),29% (4/14),55% (16/29),[],"['3', '1', '5', '3']","['2', '1', '4', '1']",[],[],1.53
11.04. 19:40,Squire H.,2,6,6,,,,5,2,61%,78% (29/37),46% (11/24),50% (1/2),36% (16/44),60% (18/30),30% (3/10),7,66% (40/61),46% (34/74),55% (74/135),5,90% (9/10),33% (3/9),63% (12/19),"['2', '0', '5', '3']","['1', '0']",[],[],[],1.42
11.04. 19:40,Mikrut L.,0,3,4,,,,3,2,59%,64% (28/44),40% (12/30),70% (7/10),22% (8/37),54% (13/24),50% (1/2),6,54% (40/74),34% (21/61),45% (61/135),3,67% (6/9),10% (1/10),37% (7/19),"['2', '3']",[],[],[],[],2.56
09.04. 18:50,Squire H.,2,6,7^7,,,,4,4,62%,75% (36/48),40% (12/30),60% (3/5),38% (15/40),56% (14/25),40% (4/10),8,62% (48/78),45% (29/65),54% (77/143),3,80% (8/10),40% (4/10),60% (12/20),"['1', '0', '2', '1', '5', '2']","['3', '2']",[],[],[],2.47
09.04. 18:50,Nicod J.,0,2,6^4,,,,1,2,62%,63% (25/40),44% (11/25),60% (6/10),25% (12/48),60% (18/30),40% (2/5),5,55% (36/65),38% (30/78),46% (66/143),2,60% (6/10),20% (2/10),40% (8/20),"['1', '1']","['3', '3']",[],[],[],1.51
CHALLENGER MEN - SINGLES :  Barcelona (Spain),clay,header
02.04. 19:15,Squire H.,0,4,4,,,,5,3,67%,64% (28/44),41% (9/22),50% (3/6),25% (11/44),53% (8/15),50% (1/2),5,56% (37/66),32% (19/59),45% (56/125),2,70% (7/10),10% (1/10),40% (8/20),[],"['3', '3']",[],[],[],2.50
02.04. 19:15,Taberner C.,2,6,6,,,,0,4,75%,75% (33/44),47% (7/15),50% (1/2),36% (16/44),59% (13/22),50% (3/6),8,68% (40/59),44% (29/66),55% (69/125),3,90% (9/10),30% (3/10),60% (12/20),"['3', '2']","['2', '1', '4', '3']",[],[],[],1.50
ITF MEN - SINGLES :  M25 Trnava (Slovakia),hard,header
CHALLENGER MEN - SINGLES :  Hamburg (Germany),hard,header
17.03. 17:35,Squire H.,2,6,6,,,,9,2,71%,78% (29/37),53% (8/15),67% (2/3),46% (13/28),40% (8/20),100% (4/4),7,71% (37/52),44% (21/48),58% (58/100),4,89% (8/9),44% (4/9),67% (12/18),"['4', '4', '6', '4']","['3', '1', '6', '2']",[],[],[],2.16
17.03. 17:35,Chidekh C.,0,4,2,,,,3,1,58%,54% (15/28),60% (12/20),0% (0/4),22% (8/37),47% (7/15),33% (1/3),4,56% (27/48),29% (15/52),42% (42/100),2,56% (5/9),11% (1/9),33% (6/18),"['4', '3']",[],[],[],[],1.66
16.03. 19:25,Squire H.,2,6,7,,,,7,1,68%,79% (30/38),83% (15/18),100% (2/2),30% (13/43),53% (10/19),40% (2/5),7,80% (45/56),37% (23/62),58% (68/118),3,100% (11/11),20% (2/10),62% (13/21),"['4', '2']","['6', '5']",[],[],[],2.11
16.03. 19:25,Blockx A.,0,3,5,,,,6,0,69%,70% (30/43),47% (9/19),60% (3/5),21% (8/38),17% (3/18),0% (0/2),5,63% (39/62),20% (11/56),42% (50/118),1,80% (8/10),0% (0/11),38% (8/21),[],[],[],[],[],1.67
15.03. 19:05,Squire H.,0,5,,,,,6,1,78%,93% (13/14),75% (3/4),0% (0/0),17% (2/12),56% (5/9),33% (1/3),5,89% (16/18),33% (7/21),59% (23/39),2,100% (4/4),25% (1/4),63% (5/8),"['1', '0']",[],[],[],[],2.03
15.03. 19:05,Molleker R.,0,3,,,,,2,2,57%,83% (10/12),44% (4/9),67% (2/3),7% (1/14),25% (1/4),0% (0/0),4,67% (14/21),11% (2/18),41% (16/39),1,75% (3/4),0% (0/4),38% (3/8),[],[],[],[],[],1.71
13.03. 21:15,Squire H.,2,6,6,,,,16,4,67%,88% (30/34),47% (8/17),0% (0/0),31% (11/36),62% (8/13),75% (3/4),6,75% (38/51),39% (19/49),57% (57/100),5,100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['2', '0', '6', '2']",[],[],[],1.76
13.03. 21:15,Uchiyama Y.,0,4,2,,,,5,1,73%,69% (25/36),38% (5/13),25% (1/4),12% (4/34),53% (9/17),0% (0/0),4,61% (30/49),25% (13/51),43% (43/100),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],1.99
11.03. 19:30,Squire H.,2,6,6,,,,5,2,53%,96% (22/23),70% (14/20),0% (0/0),44% (17/39),40% (10/25),33% (3/9),9,84% (36/43),42% (27/64),59% (63/107),5,100% (9/9),33% (3/9),67% (12/18),"['3', '2', '5', '2']","['4', '3']",[],[],[],1.18
11.03. 19:30,Diez S.,0,2,4,,,,0,0,61%,56% (22/39),60% (15/25),67% (6/9),4% (1/23),30% (6/20),0% (0/0),4,58% (37/64),16% (7/43),41% (44/107),1,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],4.55
CHALLENGER MEN - SINGLES :  Lugano (Switzerland),hard,header
06.03. 17:55,Squire H.,0,6^5,2,,,,2,5,57%,71% (29/41),35% (11/31),70% (7/10),25% (10/40),43% (9/21),50% (1/2),6,56% (40/72),31% (19/61),44% (59/133),3,70% (7/10),10% (1/10),40% (8/20),"['4', '5']",[],[],[],[],3.66
06.03. 17:55,Bergs Z.,2,7^7,6,,,,8,1,66%,75% (30/40),57% (12/21),50% (1/2),29% (12/41),65% (20/31),30% (3/10),7,69% (42/61),44% (32/72),56% (74/133),5,90% (9/10),30% (3/10),60% (12/20),"['2', '0']","['3', '2', '5', '2']",[],[],[],1.26
