Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,251/234,103/120,118/72,30/42,-,-
2024,8/12,6/9,2/3,-,-,-
2023,20/23,14/14,3/4,3/5,-,-
2022,22/18,6/5,5/7,11/6,-,-
2021,2/5,-,0/2,2/3,-,-
2020,8/6,0/1,6/1,2/4,-,-
2019,26/23,7/7,14/9,5/7,-,-
2018,34/28,17/17,16/10,1/1,-,-
2017,24/23,17/17,5/3,2/3,-,-
2016,25/18,7/8,17/8,1/2,-,-
2015,38/20,3/5,35/15,-,-,-
2014,19/23,10/14,7/5,2/4,-,-
2013,16/21,10/14,6/4,0/3,-,-
2012,6/6,3/3,2/1,1/2,-,-
2011,3/8,3/6,-,0/2,-,-
