Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
WTA - SINGLES :  Beijing (China),hard,header
27.09. 12:00,Kalinskaya A.,2,3,7^7,7^7,,,3,7,66%,68% (52/77),48% (19/40),38% (3/8),34% (24/71),49% (25/51),40% (4/10),5,61% (71/117),40% (49/122),50% (120/239),2,69% (11/16),24% (4/17),45% (15/33),"['2', '3', '3', '4']","['2', '0', '5', '3']",[],[],[],1.37
27.09. 12:00,Baptiste H.,1,6,6^2,6^5,,,10,4,58%,66% (47/71),51% (26/51),60% (6/10),32% (25/77),53% (21/40),63% (5/8),9,60% (73/122),39% (46/117),50% (119/239),2,76% (13/17),31% (5/16),55% (18/33),"['3', '1', '4', '2', '5', '3']","['1', '2', '4', '5']",[],[],[],3.11
WTA - SINGLES :  US Open (USA),hard,header
01.09. 08:10,Kalinskaya A.,0,3,1,,,,0,5,64%,52% (15/29),38% (6/16),17% (1/6),33% (12/36),50% (10/20),13% (1/8),14,25,69% (9/13),6,47% (21/45),39% (22/56),43% (43/101),2,38% (3/8),13% (1/8),25% (4/16),1803,"['1', '0']",[],[],[],[],1.50
01.09. 08:10,Haddad Maia B.,2,6,6,,,,3,5,64%,67% (24/36),50% (10/20),88% (7/8),48% (14/29),63% (10/16),83% (5/6),12,16,50% (4/8),11,61% (34/56),53% (24/45),57% (58/101),6,88% (7/8),63% (5/8),75% (12/16),1685,"['3', '3', '5', '3']","['2', '1', '4', '1', '6', '1']",[],[],[],2.63
29.08. 20:40,Kalinskaya A.,2,6,6,,,,1,0,73%,73% (27/37),64% (9/14),80% (4/5),29% (8/28),67% (20/30),80% (4/5),15,13,100% (6/6),8,71% (36/51),48% (28/58),59% (64/109),4,89% (8/9),44% (4/9),67% (12/18),1458,"['1', '0', '3', '0']","['1', '0', '5', '4']",[],[],[],1.15
29.08. 20:40,Bondar A.,0,2,4,,,,7,7,48%,71% (20/28),33% (10/30),20% (1/5),27% (10/37),36% (5/14),20% (1/5),16,21,56% (5/9),7,52% (30/58),29% (15/51),41% (45/109),3,56% (5/9),11% (1/9),33% (6/18),1550,[],"['2', '2']",[],[],[],5.55
28.08. 00:40,Kalinskaya A.,2,6,6,,,,1,4,62%,81% (21/26),63% (10/16),0% (0/1),50% (12/24),61% (14/23),45% (5/11),18,10,100% (5/5),14,74% (31/42),55% (26/47),64% (57/89),6,88% (7/8),63% (5/8),75% (12/16),"['1', '2', '3', '2', '5', '2']","['2', '1', '5', '2']",[],[],[],1.09
28.08. 00:40,Davis L.,0,2,2,,,,3,2,51%,50% (12/24),39% (9/23),55% (6/11),19% (5/26),38% (6/16),100% (1/1),13,15,54% (7/13),5,45% (21/47),26% (11/42),36% (32/89),2,38% (3/8),13% (1/8),25% (4/16),"['2', '0']",[],[],[],[],8.01
WTA - SINGLES :  Cincinnati (USA),hard,header
