Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF WOMEN - SINGLES :  W15 Stellenbosch 2 (South Africa),hard,header
ITF WOMEN - SINGLES :  W15 Stellenbosch (South Africa),hard,header
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 18 (Egypt),hard,header
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 17 (Egypt),hard,header
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 16 (Egypt),hard,header
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 15 (Egypt),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 28 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Monastir 27 (Tunisia),hard,header
17.07.2024,Shebekina E.,1,2,6,2,,,['-'],['-'],['-'],['-'],['-'],1.63
17.07.2024,Bougouffa H.,2,6,0,6,,,['-'],['-'],['-'],['-'],['-'],2.18
ITF WOMEN - SINGLES :  W15 Monastir 26 (Tunisia),hard,header
10.07.2024,Shebekina E.,0,0,2,,,,['-'],['-'],['-'],['-'],['-'],3.51
10.07.2024,Villet M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.27
ITF WOMEN - SINGLES :  W15 Monastir 21 (Tunisia),hard,header
05.06.2024,Shebekina E.,1,3,6,2,,,['-'],['-'],['-'],['-'],['-'],5.51
05.06.2024,Paukstyte P.,2,6,4,6,,,['-'],['-'],['-'],['-'],['-'],1.12
ITF WOMEN - SINGLES :  W35 La Marsa (Tunisia),hard,header
29.05.2024,Shebekina E.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],8.00
29.05.2024,Lemaitre T.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.06
ITF WOMEN - SINGLES :  W15 Monastir 18 (Tunisia),hard,header
16.05.2024,Shebekina E.,0,5,0,,,,['-'],['-'],['-'],['-'],['-'],3.84
16.05.2024,Zanolini C.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.23
15.05.2024,Shebekina E.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],3.37
15.05.2024,Zhou Y.,0,4,6^2,,,,['-'],['-'],['-'],['-'],['-'],1.29
ITF WOMEN - SINGLES :  W15 Shymkent 2 (Kazakhstan),clay,header
25.04.2024,Shebekina E.,0,1,3,,,,['-'],['-'],['-'],['-'],['-'],7.85
25.04.2024,Yushchenko V.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.04
24.04.2024,Shebekina E.,2,4,6,7^7,,,['-'],['-'],['-'],['-'],['-'],0
24.04.2024,Jumazhanova K.,1,6,3,6^5,,,['-'],['-'],['-'],['-'],['-'],0
ITF WOMEN - SINGLES :  W15 Shymkent (Kazakhstan),hard,header
17.04.2024,Shebekina E.,1,1,6,2,,,['-'],['-'],['-'],['-'],['-'],3.59
17.04.2024,Lavino I.,2,6,0,6,,,['-'],['-'],['-'],['-'],['-'],1.26
ITF WOMEN - SINGLES :  W15 Karaganda 2 (Kazakhstan),hard,header
14.03.2024,Shebekina E.,0,6^4,2,,,,['-'],['-'],['-'],['-'],['-'],1.73
14.03.2024,Iordache A.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],2.01
13.03.2024,Shebekina E.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],1.54
13.03.2024,Ogata H.,0,4,6^5,,,,['-'],['-'],['-'],['-'],['-'],2.36
ITF WOMEN - SINGLES :  W15 Karaganda (Kazakhstan),hard,header
07.03.2024,Shebekina E.,1,3,6,2,,,['-'],['-'],['-'],['-'],['-'],6.20
07.03.2024,Laskutova K.,2,6,1,6,,,['-'],['-'],['-'],['-'],['-'],1.10
06.03.2024,Shebekina E.,2,6^5,6,6,,,['-'],['-'],['-'],['-'],['-'],1.18
06.03.2024,Krymkova A.,1,7^7,1,0,,,['-'],['-'],['-'],['-'],['-'],4.42
ITF WOMEN - SINGLES :  W15 Monastir 38 (Tunisia),hard,header
ITF WOMEN - SINGLES :  W15 Ust-Kamenogorsk (Kazakhstan),hard,header
09.08.2023,Shebekina E.,1,6,3,3,,,['-'],['-'],['-'],['-'],['-'],1.20
09.08.2023,Jumazhanova K.,2,3,6,6,,,['-'],['-'],['-'],['-'],['-'],4.13
ITF WOMEN - SINGLES :  W25 Astana (Kazakhstan),hard,header
02.08.2023,Shebekina E.,0,3,3,,,,['-'],['-'],['-'],['-'],['-'],2.70
02.08.2023,Leykina P.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.42
ITF WOMEN - SINGLES :  W15 Monastir 24 (Tunisia),hard,header
18.07.2023,Shebekina E.,0,1,2,,,,['-'],['-'],['-'],['-'],['-'],5.36
18.07.2023,Koshiishi A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.13
ITF WOMEN - SINGLES :  W15 Monastir 23 (Tunisia),hard,header
13.07.2023,Shebekina E.,0,1,3,,,,['-'],['-'],['-'],['-'],['-'],7.19
13.07.2023,Kuzmova K.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.07
11.07.2023,Reguer A.,1,7,4,2,,,['-'],['-'],['-'],['-'],['-'],2.74
11.07.2023,Shebekina E.,1,5,6,2,,,['-'],['-'],['-'],['-'],['-'],1.41
ITF WOMEN - SINGLES :  W15 Monastir 22 (Tunisia),hard,header
07.07.2023,Shebekina E.,1,6,0,1,,,['-'],['-'],['-'],['-'],['-'],5.68
07.07.2023,Alhussein L.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.11
06.07.2023,Shebekina E.,2,0,6,6,,,['-'],['-'],['-'],['-'],['-'],2.63
06.07.2023,Crescenzi G.,1,6,3,4,,,['-'],['-'],['-'],['-'],['-'],1.44
04.07.2023,Shebekina E.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.20
04.07.2023,Camerano E. A.,0,2,4,,,,['-'],['-'],['-'],['-'],['-'],4.23
ITF WOMEN - SINGLES :  W15 Monastir 18 (Tunisia),hard,header
09.06.2023,Shebekina E.,0,0,1,,,,['-'],['-'],['-'],['-'],['-'],2.21
09.06.2023,Paskauskas K.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.61
08.06.2023,Shebekina E.,2,7,6^3,6,,,['-'],['-'],['-'],['-'],['-'],2.33
08.06.2023,Mikhaylova V.,1,5,7^7,2,,,['-'],['-'],['-'],['-'],['-'],1.55
06.06.2023,Shebekina E.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.20
06.06.2023,Plaza Araujo L.,0,3,0,,,,['-'],['-'],['-'],['-'],['-'],4.18
ITF WOMEN - SINGLES :  W15 Monastir 17 (Tunisia),hard,header
31.05.2023,Shebekina E.,0,1,1,,,,['-'],['-'],['-'],['-'],['-'],3.54
31.05.2023,Spigarelli M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.26
ITF WOMEN - SINGLES :  W25 Monastir 3 (Tunisia),hard,header
24.05.2023,Shebekina E.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],4.18
24.05.2023,Yamalapalli S.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.20
ITF WOMEN - SINGLES :  W15 Monastir 16 (Tunisia),hard,header
18.05.2023,Shebekina E.,1,5,7^7,4,,,['-'],['-'],['-'],['-'],['-'],1.79
18.05.2023,Viviani M.,2,7,6^5,6,,,['-'],['-'],['-'],['-'],['-'],1.92
17.05.2023,Shebekina E.,2,3,6,6,,,['-'],['-'],['-'],['-'],['-'],1.57
17.05.2023,Kwong L.,1,6,4,1,,,['-'],['-'],['-'],['-'],['-'],2.29
ITF WOMEN - SINGLES :  W15 Monastir 15 (Tunisia),hard,header
10.05.2023,Shebekina E.,1,7^7,4,6^4,,,['-'],['-'],['-'],['-'],['-'],8.80
10.05.2023,Kuzmova K.,2,6^4,6,7^7,,,['-'],['-'],['-'],['-'],['-'],1.04
ITF WOMEN - SINGLES :  W15 Monastir 14 (Tunisia),hard,header
02.05.2023,Shebekina E.,0,0,1,,,,['-'],['-'],['-'],['-'],['-'],2.60
02.05.2023,Drugdova S.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.45
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 20 (Egypt),hard,header
14.12.2022,Shebekina E.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],1.84
14.12.2022,Popa M. S.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.87
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 19 (Egypt),hard,header
08.12.2022,Shebekina E.,1,6,5,3,,,['-'],['-'],['-'],['-'],['-'],1.99
08.12.2022,Romero C.,2,4,7,6,,,['-'],['-'],['-'],['-'],['-'],1.75
07.12.2022,Shebekina E.,2,5,7,6,,,['-'],['-'],['-'],['-'],['-'],1.61
07.12.2022,Kummel A.,1,7,5,3,,,['-'],['-'],['-'],['-'],['-'],2.23
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 18 (Egypt),hard,header
01.12.2022,Shebekina E.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],1.70
01.12.2022,Carbonaro G.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.07
30.11.2022,Shebekina E.,2,7,7,,,,['-'],['-'],['-'],['-'],['-'],2.89
30.11.2022,Delai M.,0,5,5,,,,['-'],['-'],['-'],['-'],['-'],1.38
ITF WOMEN - SINGLES :  W15 Sharm ElSheikh 17 (Egypt),hard,header
24.11.2022,Shebekina E.,0,1,3,,,,['-'],['-'],['-'],['-'],['-'],1.60
24.11.2022,Cho T.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.25
