Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/58,12/12,27/35,18/11,-,-
2024,12/13,1/2,5/9,6/2,-,-
2023,15/15,-,15/15,-,-,-
2022,15/19,7/7,7/9,1/3,-,-
2021,13/8,2/2,0/2,11/4,-,-
2020,0/2,-,-,0/2,-,-
2019,2/1,2/1,-,-,-,-
