Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ITF MEN - SINGLES M25 Pitesti (Romania),clay,header
ITF MEN - SINGLES M25+H Bacau (Romania),clay,header
ITF MEN - SINGLES M25 Targu Mures (Romania),clay,header
CHALLENGER MEN - SINGLES Royan (France),clay,header
17.06.,Marti Pujolras A.,1,,,,,,2,8,70%,51% (41/80),50% (17/34),38% (5/13),41% (36/87),63% (30/48),41% (7/17),51% (58/114),49% (66/135),50% (124/249),3,2,76% (13/17),18% (3/17),47% (16/34),[],[],[],[],[],0
17.06.,Santamarta Roig A.,2,,,,,,1,10,64%,59% (51/87),38% (18/48),59% (10/17),49% (39/80),50% (17/34),62% (8/13),51% (69/135),49% (56/114),50% (125/249),7,1,82% (14/17),24% (4/17),53% (18/34),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Perugia (Italy),clay,header
10.06.,Marti Pujolras A.,1,,,,,,2,8,70%,74% (52/70),37% (11/30),73% (8/11),33% (23/70),34% (10/29),22% (2/9),63% (63/100),33% (33/99),48% (96/199),3,1,80% (12/15),13% (2/15),47% (14/30),[],[],[],[],[],0
10.06.,Daniel T.,2,,,,,,3,2,71%,67% (47/70),66% (19/29),78% (7/9),26% (18/70),63% (19/30),27% (3/11),67% (66/99),37% (37/100),52% (103/199),7,0,87% (13/15),20% (3/15),53% (16/30),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Perugia (Italy) - Qualification,clay,header
09.06.,Marti Pujolras A.,1,,,,,,1,10,69%,64% (41/64),31% (9/29),56% (9/16),38% (20/52),61% (19/31),46% (6/13),53% (49/93),47% (39/83),50% (88/176),4,3,46% (6/13),46% (6/13),46% (12/26),[],[],[],[],[],0
09.06.,Bondioli F.,2,,,,,,3,6,63%,62% (32/52),39% (12/31),54% (7/13),36% (23/64),69% (20/29),44% (7/16),53% (44/83),47% (44/93),50% (88/176),6,0,54% (7/13),54% (7/13),54% (14/26),[],[],[],[],[],0
08.06.,Marti Pujolras A.,2,,,,,,1,5,72%,79% (56/71),52% (14/27),100% (4/4),31% (18/58),46% (17/37),43% (3/7),71% (70/98),37% (35/95),54% (105/193),7,0,100% (15/15),21% (3/14),62% (18/29),[],[],[],[],[],0
08.06.,Pecci A.,1,,,,,,4,3,61%,69% (40/58),54% (20/37),57% (4/7),21% (15/71),48% (13/27),0% (0/4),63% (60/95),29% (28/98),46% (88/193),3,2,79% (11/14),0% (0/15),38% (11/29),[],[],[],[],[],0
ITF MEN - SINGLES M25 Satu Mare (Romania),clay,header
