Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,304/192,297/186,3/5,-,-,4/1
2024,42/20,42/20,-,-,-,-
2023,43/32,43/32,-,-,-,-
2022,48/26,44/24,0/1,-,-,4/1
2021,52/29,52/28,0/1,-,-,-
2020,24/15,24/15,-,-,-,-
2019,44/30,44/30,-,-,-,-
2018,39/29,36/27,3/2,-,-,-
2017,7/7,7/7,-,-,-,-
2016,5/4,5/3,0/1,-,-,-
