Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,57/70,31/38,26/32,-,-,-
2024,6/7,4/4,2/3,-,-,-
2023,13/13,6/4,7/9,-,-,-
2022,6/5,5/4,1/1,-,-,-
2021,7/13,1/1,6/12,-,-,-
2019,7/3,-,7/3,-,-,-
2018,10/15,7/11,3/4,-,-,-
2017,8/14,8/14,-,-,-,-
