Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,32/42,9/21,23/20,0/1,-,-
2024,7/13,0/3,7/9,0/1,-,-
2023,12/16,4/10,8/6,-,-,-
2022,10/6,3/3,7/3,-,-,-
2021,2/4,1/2,1/2,-,-,-
2020,1/1,1/1,-,-,-,-
2018,0/2,0/2,-,-,-,-
