Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,75/55,10/8,58/43,6/3,1/1,-
2024,14/14,1/1,9/12,4/1,-,-
2023,28/23,4/4,21/16,2/2,1/1,-
2022,33/18,5/3,28/15,-,-,-
