Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Antofagasta (Chile),clay,header
27.09. 00:05,Londero J. I.,2,6,2,6,,,0,0,73%,53% (34/64),58% (14/24),50% (5/10),33% (17/52),60% (24/40),31% (5/16),5,55% (48/88),45% (41/92),49% (89/180),3,64% (9/14),38% (5/13),52% (14/27),"['1', '1', '6', '4']",[],"['1', '1', '2', '2', '5', '3']",[],[],2.63
27.09. 00:05,Ugo Carabelli C.,1,4,6,3,,,4,2,57%,67% (35/52),40% (16/40),69% (11/16),47% (30/64),42% (10/24),50% (5/10),5,55% (51/92),45% (40/88),51% (91/180),4,62% (8/13),36% (5/14),48% (13/27),"['1', '0']","['1', '0', '5', '2']","['1', '0', '2', '1']",[],[],1.45
25.09. 00:30,Londero J. I.,2,6,7,,,,0,3,69%,67% (38/57),50% (13/26),78% (7/9),29% (12/41),68% (25/37),33% (4/12),10,61% (51/83),47% (37/78),55% (88/161),4,82% (9/11),40% (4/10),62% (13/21),"['5', '3']","['2', '3', '4', '3', '6', '5']",[],[],[],1.51
25.09. 00:30,Aboian L.,0,3,5,,,,7,2,53%,71% (29/41),32% (12/37),67% (8/12),33% (19/57),50% (13/26),22% (2/9),5,53% (41/78),39% (32/83),45% (73/161),3,60% (6/10),18% (2/11),38% (8/21),[],"['2', '0', '4', '4']",[],[],[],2.46
CHALLENGER MEN - SINGLES :  Cali (Colombia),clay,header
18.09. 23:30,Londero J. I.,0,3,3,,,,0,8,56%,54% (25/46),47% (17/36),60% (6/10),29% (13/45),60% (6/10),25% (1/4),4,51% (42/82),35% (19/55),45% (61/137),2,56% (5/9),11% (1/9),33% (6/18),"['2', '2']",[],[],[],[],1.82
18.09. 23:30,Collarini A.,2,6,6,,,,3,3,82%,71% (32/45),40% (4/10),75% (3/4),46% (21/46),53% (19/36),40% (4/10),4,65% (36/55),49% (40/82),55% (76/137),5,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '4', '3', '6', '3']","['3', '1']",[],[],[],1.92
18.09. 01:55,Londero J. I.,2,6,6,,,,1,2,52%,72% (18/25),52% (12/23),33% (1/3),56% (23/41),53% (10/19),40% (6/15),9,63% (30/48),55% (33/60),58% (63/108),6,75% (6/8),75% (6/8),75% (12/16),"['3', '2', '5', '2']","['1', '0', '2', '1', '4', '1', '5', '2']",[],[],[],2.23
18.09. 01:55,Dellien Velasco M. A.,0,2,2,,,,2,3,68%,44% (18/41),47% (9/19),60% (9/15),28% (7/25),48% (11/23),67% (2/3),5,45% (27/60),38% (18/48),42% (45/108),1,25% (2/8),25% (2/8),25% (4/16),[],"['1', '1', '2', '4']",[],[],[],1.62
CHALLENGER MEN - SINGLES :  Cali (Colombia) - Qualification,clay,header
16.09. 21:10,Londero J. I.,2,7^7,6^4,7^7,,,0,4,62%,68% (53/78),64% (30/47),70% (7/10),18% (12/65),49% (27/55),33% (3/9),10,66% (83/125),33% (39/120),50% (122/245),3,83% (15/18),17% (3/18),50% (18/36),"['5', '5']","['1', '0', '3', '4']",[],[],[],1.31
16.09. 21:10,Aboian L.,1,6^1,7^7,6^5,,,20,4,54%,82% (53/65),51% (28/55),67% (6/9),32% (25/78),36% (17/47),30% (3/10),11,68% (81/120),34% (42/125),50% (123/245),4,83% (15/18),17% (3/18),50% (18/36),"['4', '3']","['2', '2', '4', '2']",[],[],[],3.31
15.09. 22:30,Londero J. I.,2,6,6,,,,1,4,67%,59% (24/41),50% (10/20),40% (2/5),32% (6/19),83% (25/30),75% (6/8),7,56% (34/61),63% (31/49),59% (65/110),4,67% (6/9),75% (6/8),71% (12/17),"['3', '1', '5', '1', '6', '2']","['1', '1', '2', '2', '5', '3']",[],[],[],1.03
15.09. 22:30,Vidales S.,0,2,3,,,,4,7,39%,68% (13/19),17% (5/30),25% (2/8),41% (17/41),50% (10/20),60% (3/5),5,37% (18/49),44% (27/61),41% (45/110),1,25% (2/8),33% (3/9),29% (5/17),"['2', '5']","['1', '0', '2', '1']",[],[],[],11.00
CHALLENGER MEN - SINGLES :  Santa Cruz (Bolivia),clay,header
12.09.2023,Londero J. I.,2,7^7,6,,,,1,2,60%,66% (25/38),48% (12/25),56% (5/9),41% (17/41),62% (21/34),50% (6/12),8,59% (37/63),51% (38/75),54% (75/138),3,60% (6/10),60% (6/10),60% (12/20),"['1', '0', '4', '3', '6', '5']","['3', '1', '4', '2', '6', '2']",[],[],[],1.43
12.09.2023,Olivo R.,0,6^4,2,,,,1,8,55%,59% (24/41),38% (13/34),50% (6/12),34% (13/38),52% (13/25),44% (4/9),7,49% (37/75),41% (26/63),46% (63/138),2,40% (4/10),40% (4/10),40% (8/20),"['1', '1', '5', '5', '6', '6']","['2', '3']",[],[],[],2.71
ITF MEN - SINGLES :  M25 Rosario-Santa Fe (Argentina),clay,header
CHALLENGER MEN - SINGLES :  Cali (Colombia),clay,header
22.06.2023,Londero J. I.,0,3,4,,,,1,3,56%,65% (24/37),48% (14/29),71% (5/7),11% (4/37),53% (10/19),0% (0/1),4,58% (38/66),25% (14/56),43% (52/122),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.18
22.06.2023,Tabilo A.,2,6,6,,,,7,2,66%,89% (33/37),47% (9/19),100% (1/1),35% (13/37),52% (15/29),29% (2/7),5,75% (42/56),42% (28/66),57% (70/122),3,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['4', '3']",[],[],[],1.64
20.06.2023,Londero J. I.,2,6,6,,,,2,0,54%,82% (18/22),79% (15/19),100% (2/2),52% (14/27),60% (6/10),80% (4/5),10,80% (33/41),54% (20/37),68% (53/78),5,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0']","['2', '1', '4', '1']",[],[],[],1.14
20.06.2023,Monzon I.,0,1,2,,,,1,1,73%,48% (13/27),40% (4/10),20% (1/5),18% (4/22),21% (4/19),0% (0/2),4,46% (17/37),20% (8/41),32% (25/78),1,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],5.23
CHALLENGER MEN - SINGLES :  Cali (Colombia) - Qualification,clay,header
