Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,86/68,28/26,48/32,10/8,0/2,-
2024,0/1,-,0/1,-,-,-
2023,39/26,13/9,16/9,10/8,-,-
2022,12/19,9/11,3/8,-,-,-
2021,28/19,0/4,28/13,-,0/2,-
2020,6/2,6/2,-,-,-,-
2019,1/1,-,1/1,-,-,-
