Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,157/146,33/33,116/99,4/12,4/2,-
2024,1/2,-,0/1,1/1,-,-
2023,5/9,0/1,5/6,0/2,-,-
2022,17/19,3/8,14/10,0/1,-,-
2021,9/13,2/3,5/6,2/4,-,-
2020,15/14,2/3,13/10,0/1,-,-
2019,16/25,1/3,11/18,0/2,4/2,-
2018,40/26,10/6,30/20,-,-,-
2017,27/12,10/4,17/8,-,-,-
2016,5/3,-,5/3,-,-,-
2015,3/3,2/2,-,1/1,-,-
2014,4/3,-,4/3,-,-,-
2013,5/7,3/3,2/4,-,-,-
2012,8/6,-,8/6,-,-,-
2011,2/4,-,2/4,-,-,-
