Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,101/96,53/39,48/57,-,-,-
2024,8/12,0/1,8/11,-,-,-
2023,23/26,3/2,20/24,-,-,-
2022,35/29,21/13,14/16,-,-,-
2021,31/24,25/18,6/6,-,-,-
2019,2/1,2/1,-,-,-,-
2018,2/4,2/4,-,-,-,-
