Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ATP - SINGLES Estoril (Portugal),clay,header
03.04.2024,Sousa J.,0,,,,,,2,2,56%,64% (29/45),51% (18/35),50% (3/6),25% (12/48),52% (14/27),25% (1/4),59% (47/80),35% (26/75),47% (73/155),5,0,73% (8/11),9% (1/11),41% (9/22),[],[],[],[],[],0
03.04.2024,Fils A.,2,,,,,,7,3,64%,75% (36/48),48% (13/27),75% (3/4),36% (16/45),49% (17/35),50% (3/6),65% (49/75),41% (33/80),53% (82/155),5,0,91% (10/11),27% (3/11),59% (13/22),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Girona (Spain),clay,header
28.03.2024,Sousa J.,2,,,,,,1,2,59%,74% (26/35),42% (10/24),50% (2/4),47% (18/38),58% (15/26),56% (5/9),61% (36/59),52% (33/64),56% (69/123),7,0,78% (7/9),56% (5/9),67% (12/18),[],[],[],[],[],0
28.03.2024,Moro Canas A.,0,,,,,,0,4,59%,53% (20/38),42% (11/26),44% (4/9),26% (9/35),58% (14/24),50% (2/4),48% (31/64),39% (23/59),44% (54/123),3,1,44% (4/9),22% (2/9),33% (6/18),[],[],[],[],[],0
27.03.2024,Sousa J.,2,,,,,,4,2,59%,65% (43/66),60% (27/45),67% (6/9),34% (27/79),47% (16/34),30% (3/10),63% (70/111),38% (43/113),50% (113/224),7,0,81% (13/16),19% (3/16),50% (16/32),[],[],[],[],[],0
27.03.2024,Gill F.,1,,,,,,11,2,70%,66% (52/79),53% (18/34),70% (7/10),35% (23/66),40% (18/45),33% (3/9),62% (70/113),37% (41/111),50% (111/224),3,1,81% (13/16),19% (3/16),50% (16/32),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Girona (Spain) - Qualification,clay,header
25.03.2024,Sousa J.,0,,,,,,1,2,61%,58% (19/33),52% (11/21),50% (4/8),24% (8/33),46% (11/24),100% (2/2),56% (30/54),33% (19/57),44% (49/111),4,0,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],0
25.03.2024,Gaubas V.,2,,,,,,4,1,58%,76% (25/33),54% (13/24),0% (0/2),42% (14/33),48% (10/21),50% (4/8),67% (38/57),44% (24/54),56% (62/111),6,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],0
ATP - SINGLES Davis Cup - World Group (World) - Qualification,-,header
02.02.2024,Sousa J.,0,,,,,,1,1,75%,56% (22/39),31% (4/13),50% (4/8),19% (4/21),29% (6/21),100% (1/1),5,12,36% (4/11),50% (26/52),24% (10/42),38% (36/94),4,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],0
02.02.2024,Ruusuvuori E.,2,,,,,,4,0,50%,81% (17/21),71% (15/21),0% (0/1),44% (17/39),69% (9/13),50% (4/8),15,8,33% (1/3),76% (32/42),50% (26/52),62% (58/94),6,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Oeiras 2 (Portugal),hard,header
11.01.2024,Sousa J.,0,,,,,,4,5,61%,71% (25/35),36% (8/22),57% (4/7),5% (2/37),65% (15/23),0% (0/0),58% (33/57),28% (17/60),43% (50/117),2,0,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],0
11.01.2024,Damm M.,2,,,,,,20,7,62%,95% (35/37),35% (8/23),0% (0/0),29% (10/35),64% (14/22),43% (3/7),72% (43/60),42% (24/57),57% (67/117),8,0,100% (10/10),30% (3/10),65% (13/20),[],[],[],[],[],0
10.01.2024,Sousa J.,2,,,,,,8,0,70%,79% (26/33),57% (8/14),0% (0/0),38% (13/34),65% (13/20),40% (4/10),72% (34/47),48% (26/54),59% (60/101),5,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],0
10.01.2024,Giustino L.,0,,,,,,0,3,63%,62% (21/34),35% (7/20),60% (6/10),21% (7/33),43% (6/14),0% (0/0),52% (28/54),28% (13/47),41% (41/101),5,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],0
09.01.2024,Sousa J.,2,,,,,,1,3,52%,77% (41/53),65% (31/48),63% (5/8),20% (11/54),42% (21/50),100% (2/2),71% (72/101),31% (32/104),51% (104/205),6,0,81% (13/16),12% (2/17),45% (15/33),[],[],[],[],[],0
09.01.2024,Vincent Ruggeri S.,1,,,,,,15,7,52%,80% (43/54),58% (29/50),0% (0/2),23% (12/53),35% (17/48),38% (3/8),69% (72/104),29% (29/101),49% (101/205),4,1,88% (15/17),19% (3/16),55% (18/33),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Oeiras (Portugal),hard,header
05.01.2024,Sousa J.,0,,,,,,4,6,56%,64% (25/39),52% (16/31),33% (1/3),24% (11/46),47% (15/32),13% (1/8),59% (41/70),33% (26/78),45% (67/148),4,4,82% (9/11),9% (1/11),45% (10/22),[],[],[],[],[],0
05.01.2024,Kasnikowski M.,2,,,,,,3,0,59%,76% (35/46),53% (17/32),88% (7/8),36% (14/39),48% (15/31),67% (2/3),67% (52/78),41% (29/70),55% (81/148),6,0,91% (10/11),18% (2/11),55% (12/22),[],[],[],[],[],0
04.01.2024,Sousa J.,2,,,,,,4,0,60%,67% (35/52),60% (21/35),89% (8/9),25% (10/40),50% (18/36),33% (2/6),64% (56/87),37% (28/76),52% (84/163),5,0,91% (10/11),18% (2/11),55% (12/22),[],[],[],[],[],0
04.01.2024,Jubb P.,0,,,,,,3,6,53%,75% (30/40),50% (18/36),67% (4/6),33% (17/52),40% (14/35),11% (1/9),63% (48/76),36% (31/87),48% (79/163),5,1,82% (9/11),9% (1/11),45% (10/22),[],[],[],[],[],0
02.01.2024,Sousa J.,2,,,,,,0,0,65%,83% (25/30),75% (12/16),100% (1/1),19% (5/26),64% (25/39),60% (3/5),80% (37/46),46% (30/65),60% (67/111),7,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],0
02.01.2024,Vincent Ruggeri S.,0,,,,,,2,6,40%,81% (21/26),36% (14/39),40% (2/5),17% (5/30),25% (4/16),0% (0/1),54% (35/65),20% (9/46),40% (44/111),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Maia (Portugal),clay,header
30.11.2023,Sousa J.,0,,,,,,5,1,64%,64% (32/50),39% (11/28),50% (3/6),26% (12/46),52% (14/27),40% (2/5),55% (43/78),36% (26/73),46% (69/151),73% (8/11),18% (2/11),45% (10/22),[],[],[],[],[],0
30.11.2023,Ramos A.,2,,,,,,1,1,63%,74% (34/46),48% (13/27),60% (3/5),36% (18/50),61% (17/28),50% (3/6),64% (47/73),45% (35/78),54% (82/151),82% (9/11),27% (3/11),55% (12/22),[],[],[],[],[],0
28.11.2023,Sousa J.,2,,,,,,3,1,59%,65% (31/48),61% (20/33),57% (4/7),41% (22/54),57% (16/28),63% (5/8),63% (51/81),46% (38/82),55% (89/163),77% (10/13),42% (5/12),60% (15/25),[],[],[],[],[],0
28.11.2023,Jianu F. C.,1,,,,,,2,1,66%,59% (32/54),43% (12/28),38% (3/8),35% (17/48),39% (13/33),43% (3/7),54% (44/82),37% (30/81),45% (74/163),58% (7/12),23% (3/13),40% (10/25),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Drummondville (Canada),hard,header
18.11.2023,Sousa J.,0,,,,,,0,1,76%,64% (43/67),52% (11/21),85% (11/13),12% (4/33),30% (7/23),0% (0/0),61% (54/88),20% (11/56),45% (65/144),82% (9/11),0% (0/11),41% (9/22),[],[],[],[],[],0
18.11.2023,Tu L.,2,,,,,,9,3,59%,88% (29/33),70% (16/23),0% (0/0),36% (24/67),48% (10/21),15% (2/13),80% (45/56),39% (34/88),55% (79/144),100% (11/11),18% (2/11),59% (13/22),[],[],[],[],[],0
16.11.2023,Sousa J.,2,,,,,,3,0,67%,70% (35/50),76% (19/25),100% (6/6),21% (8/38),59% (17/29),22% (2/9),72% (54/75),37% (25/67),56% (79/142),100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],0
16.11.2023,Paire B.,0,,,,,,10,7,57%,79% (30/38),41% (12/29),78% (7/9),30% (15/50),24% (6/25),0% (0/6),63% (42/67),28% (21/75),44% (63/142),78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],0
14.11.2023,Sousa J.,2,,,,,,1,2,68%,72% (33/46),55% (12/22),0% (0/2),42% (19/45),62% (16/26),50% (5/10),66% (45/68),49% (35/71),58% (80/139),83% (10/12),42% (5/12),63% (15/24),[],[],[],[],[],0
14.11.2023,Samuel T.,1,,,,,,3,3,63%,58% (26/45),38% (10/26),50% (5/10),28% (13/46),45% (10/22),100% (2/2),51% (36/71),34% (23/68),42% (59/139),58% (7/12),17% (2/12),38% (9/24),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Calgary (Canada),hard,header
10.11.2023,Sousa J.,1,,,,,,2,5,55%,66% (38/58),50% (24/48),58% (7/12),17% (10/58),68% (32/47),57% (4/7),58% (62/106),40% (42/105),49% (104/211),69% (11/16),24% (4/17),45% (15/33),[],[],[],[],[],0
10.11.2023,Diallo G.,2,,,,,,11,9,55%,83% (48/58),32% (15/47),43% (3/7),34% (20/58),50% (24/48),42% (5/12),60% (63/105),42% (44/106),51% (107/211),76% (13/17),31% (5/16),55% (18/33),[],[],[],[],[],0
08.11.2023,Sousa J.,2,,,,,,1,7,58%,60% (28/47),59% (20/34),44% (4/9),41% (24/59),58% (22/38),64% (7/11),59% (48/81),47% (46/97),53% (94/178),67% (10/15),47% (7/15),57% (17/30),[],[],[],[],[],0
08.11.2023,Brady P.,1,,,,,,4,3,61%,59% (35/59),42% (16/38),36% (4/11),40% (19/47),41% (14/34),56% (5/9),53% (51/97),41% (33/81),47% (84/178),53% (8/15),33% (5/15),43% (13/30),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Ismaning (Germany),hard,header
31.10.2023,Sousa J.,1,,,,,,3,1,73%,72% (48/67),52% (13/25),25% (1/4),21% (10/47),44% (19/43),60% (3/5),66% (61/92),32% (29/90),49% (90/182),80% (12/15),20% (3/15),50% (15/30),[],[],[],[],[],0
31.10.2023,Stricker D.,2,,,,,,12,5,52%,79% (37/47),56% (24/43),40% (2/5),28% (19/67),48% (12/25),75% (3/4),68% (61/90),34% (31/92),51% (92/182),80% (12/15),20% (3/15),50% (15/30),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Ismaning (Germany) - Qualification,hard,header
30.10.2023,Sousa J.,2,,,,,,3,0,75%,78% (43/55),61% (11/18),100% (1/1),17% (5/29),36% (9/25),100% (1/1),74% (54/73),26% (14/54),54% (68/127),100% (11/11),10% (1/10),57% (12/21),[],[],[],[],[],0
30.10.2023,Oberleitner N.,0,,,,,,10,4,54%,83% (24/29),64% (16/25),0% (0/1),22% (12/55),39% (7/18),0% (0/1),74% (40/54),26% (19/73),46% (59/127),90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],0
29.10.2023,Sousa J.,2,,,,,,3,2,69%,86% (32/37),47% (8/17),100% (4/4),28% (5/18),50% (17/34),43% (3/7),74% (40/54),42% (22/52),58% (62/106),100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],0
29.10.2023,Gavrielides L.,0,,,,,,5,2,35%,72% (13/18),50% (17/34),57% (4/7),14% (5/37),53% (9/17),0% (0/4),58% (30/52),26% (14/54),42% (44/106),67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Ortisei (Italy),hard,header
24.10.2023,Sousa J.,1,,,,,,1,2,62%,71% (39/55),47% (16/34),60% (6/10),26% (18/68),52% (22/42),29% (2/7),62% (55/89),36% (40/110),48% (95/199),73% (11/15),13% (2/16),42% (13/31),[],[],[],[],[],0
24.10.2023,Bourgue M.,2,,,,,,13,6,62%,74% (50/68),48% (20/42),71% (5/7),29% (16/55),53% (18/34),40% (4/10),64% (70/110),38% (34/89),52% (104/199),88% (14/16),27% (4/15),58% (18/31),[],[],[],[],[],0
CHALLENGER MEN - SINGLES Bratislava 2 (Slovakia) - Qualification,hard,header
09.10.2023,Sousa J.,1,,,,,,5,0,76%,70% (44/63),60% (12/20),75% (9/12),19% (13/70),52% (12/23),0% (0/1),67% (56/83),27% (25/93),46% (81/176),77% (10/13),0% (0/15),36% (10/28),[],[],[],[],[],0
09.10.2023,Damm M.,2,,,,,,22,3,75%,81% (57/70),48% (11/23),100% (1/1),30% (19/63),40% (8/20),25% (3/12),73% (68/93),33% (27/83),54% (95/176),100% (15/15),23% (3/13),64% (18/28),[],[],[],[],[],0
08.10.2023,Sousa J.,2,,,,,,3,0,78%,77% (43/56),75% (12/16),75% (3/4),26% (14/54),53% (19/36),60% (3/5),76% (55/72),37% (33/90),54% (88/162),93% (13/14),21% (3/14),57% (16/28),[],[],[],[],[],0
