Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/43,11/13,19/24,11/6,-,-
2024,7/9,0/1,5/7,2/1,-,-
2023,21/15,2/2,13/11,6/2,-,-
2022,11/11,9/9,0/1,2/1,-,-
2021,2/7,0/1,1/5,1/1,-,-
2019,0/1,-,-,0/1,-,-
