Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,98/52,87/42,2/2,-,-,9/8
2024,58/23,54/21,-,-,-,4/2
2023,32/18,30/16,2/2,-,-,-
2022,8/10,3/4,-,-,-,5/6
2021,0/1,0/1,-,-,-,-
