Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/48,18/10,47/29,14/8,0/1,-
2024,28/18,6/3,14/11,8/4,-,-
2023,26/22,12/6,8/11,6/4,0/1,-
2022,15/4,-,15/4,-,-,-
2021,10/4,0/1,10/3,-,-,-
