Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,196/131,11/11,173/108,8/9,4/3,-
2024,16/22,-,13/20,-,3/2,-
2023,27/29,0/1,27/26,0/2,-,-
2022,58/21,-,55/19,3/2,-,-
2021,31/12,3/2,27/8,1/2,-,-
2020,8/7,0/2,7/4,-,1/1,-
2019,28/20,7/5,18/14,3/1,-,-
2018,27/18,1/1,25/15,1/2,-,-
2017,1/2,-,1/2,-,-,-
