Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,71/56,54/38,3/6,4/4,-,10/8
2024,25/17,25/17,-,-,-,-
2023,19/13,12/7,-,0/1,-,7/5
2022,5/6,-,1/2,1/1,-,3/3
2018,5/2,5/2,-,-,-,-
2017,10/9,10/7,0/1,0/1,-,-
2016,7/8,2/4,2/3,3/1,-,-
2015,0/1,0/1,-,-,-,-
