Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,63/54,41/34,8/8,14/12,-,-
2024,24/11,24/11,-,-,-,-
2023,15/12,11/9,0/1,4/2,-,-
2022,10/11,3/6,4/3,3/2,-,-
2021,8/10,2/5,4/4,2/1,-,-
2020,0/2,0/1,-,0/1,-,-
2019,5/6,1/2,-,4/4,-,-
2018,1/1,-,-,1/1,-,-
2017,0/1,-,-,0/1,-,-
